CHST6,PTCRA,C18orf18,OSTN,FOXN3,ESPL1,KIAA0329,THSD1,EDG4,C9orf5,label
0.4612766548586511,0.3287514318442153,0.5382906236113169,0.6527477801775858,0.46604506253668665,0.42216881693228775,0.588466754107107,0.6088552420279881,0.517593843623333,0.44438580697234,1
0.28429533930680007,0.31471935853379146,0.4809164074458105,0.6469882409407248,0.32419740822684784,0.4003288641538073,0.6618500322343996,0.42618719889883006,0.6132291605474945,0.5811318411821315,1
0.24741265541432245,0.5120274914089347,0.6000592504814102,0.6052315814734821,0.32826116404027633,0.6785563706889283,0.4966892254534253,0.4762560220233999,0.8080244375257004,0.4597522739266752,1
0.7846773633395847,0.3387743413516609,0.6316101318323212,0.6522678185745141,0.5870546800921118,0.4535373977569778,0.7033101393859902,0.431291580637761,0.6122892557128591,0.43609722782727434,1
0.6719455442105995,0.24885452462772045,0.7474941983903619,0.7017038636909048,0.41705422856368807,0.644362931107176,0.6317720027565968,0.48273686625372797,0.7014627268989014,0.7342687734765472,1
1.0,0.5482531500572737,0.6853305683108676,0.738180945524358,0.3194337833566623,0.7511594569525255,0.5541426761220906,0.38386097728836893,0.6911825177700757,0.5090801850184707,1
0.7054247412655414,0.4435853379152348,0.6522490495235274,0.8471322294216463,0.47110218088228656,0.3571549034488574,0.6193228553008914,0.6664372562514338,0.48504963872407914,0.645826219228262,1
0.40702924220323683,0.15091638029782356,0.4685725571520269,0.4787616990640749,0.39253623515600305,0.3052955561177165,0.703554676211013,0.46650607937600375,0.5538389238089643,0.5737745630646013,1
0.2820726540251442,0.17983963344788084,0.7752431738507876,0.3220542356611471,0.633629836998239,0.36158192090395486,0.7247404575061689,0.8580523055746732,0.37390589202843205,0.7797783503554472,0
0.3500034729457526,0.431701030927835,0.3337283365427344,0.6352291816654667,0.29299679414819163,0.5546420440172022,0.5442055887779828,0.42762101399403535,0.6386065910826528,0.5929904075994165,1
0.3242342154615545,0.41065292096219924,0.5611514343554042,0.7420206383489321,0.35490134103941845,0.29720043848553845,0.7055776626725652,0.7576278963064924,0.5662926628678846,0.4974389221742773,1
0.8008612905466417,0.24928407789232526,0.820569792129561,0.7113030957523399,0.33365692870366187,0.6552829074964163,0.6013636897748672,0.35862583161275524,0.577042824414028,0.5014745599602642,1
0.5133708411474613,0.30641466208476514,0.29403051399792623,0.6889848812095033,0.3215559669481194,0.6864406779661018,0.6475779739012515,0.40680201881165406,0.42460200904658396,0.5465184863253966,1
0.4648190595262902,0.2585910652920962,0.4438354811632845,0.630669546436285,0.4106425249469454,0.22274222109790043,0.6216888284780598,0.5941729754530856,0.516360218527874,0.4830658429826467,1
0.1397513370841148,0.26388888888888884,0.3935219473658224,0.6918646508279338,0.4764753691244864,0.4419849903027237,0.5944912522508503,0.637646249139711,0.7785349233390119,0.8264986185701431,1
0.5865805376120026,0.3644043528064146,0.45469806942181407,0.7708183345332373,0.2922969250914345,0.7005649717514125,0.6153213436187004,0.35369350768524893,0.4903366034189038,0.45984540402942875,1
0.18094047370980065,0.468213058419244,0.6403002024391449,0.5205183585313176,0.1774280940985235,0.511636731596256,0.632750150056688,0.4557237898600597,0.7113317276625741,0.5137366901561481,1
0.3443773008265611,0.2424112256586483,0.6832074260603367,0.4319654427645788,0.2909874926626631,0.440635804030694,0.6025387368561456,0.5523629272768984,0.42701051518533745,0.5764442926768697,1
0.5157324442592207,0.4972794959908361,0.3548116328445169,0.711063114950804,0.28728495958820605,0.3077831183067713,0.6663183869461796,0.4153475567790778,0.6712095400340714,0.6842579082978925,1
0.3623671598249636,0.36354524627720497,0.4926183775243174,0.6534677225821934,0.4636068090486296,0.3886078084155494,0.5026565591445656,0.6032920394585914,0.7922222874933913,0.36565982677800846,1
0.2485934569702022,0.24656357388316147,0.6848368142991161,0.787137029037677,0.3809319546665463,0.782317227422211,0.5960251650623568,0.2618719889883001,0.7439346766139927,0.573153695712911,1
0.3123567409877058,0.26832760595647187,0.1451143040537205,0.6277897768178546,0.3779970199124035,0.42393962391432666,0.6009159015628126,0.5853406744666209,0.5648240615637666,0.6613168596529355,1
0.8872681808710148,0.2971076746849942,0.8537994371204266,0.5377969762419007,0.35952950738248973,0.6798212328189561,0.5360469510704043,0.3464670796054141,0.6233331375198261,0.6425356222643035,1
0.3820934916996597,0.3946162657502863,0.5077766256850837,0.572114230861531,0.276177360364835,0.7800826376591619,0.6649305610691023,0.5380247763248451,0.517417611466839,0.5267438611740602,1
0.2640827950267417,0.5561282932416952,0.7111045277242878,0.5205183585313176,0.5368447193750847,0.4274390758074037,0.6277704910744059,0.7885409497591191,0.3951124948598954,0.8828733741036237,0
0.2656803500729319,0.45045819014891175,0.42393719448970524,0.697384209263259,0.4819840158938005,0.5928408803440426,0.6765000111153101,0.3489332415691673,0.5374493332550079,0.4514947381491943,1
0.5585191359310968,0.26159793814432986,0.5916654322816373,0.7084233261339092,0.4834740596920576,0.41723585462517926,0.6314194886322133,0.5061940812112871,0.43047641426305583,0.568341973737311,1
0.6040841842050427,0.41638029782359676,0.4376635560163926,0.7607391408687305,0.3834605138393462,0.30508474576271194,0.6796662866289168,0.6777930718054601,0.6115843270868824,0.5017539502685249,1
0.2897825935958881,0.3961912943871706,0.609539327507036,0.8627309815214783,0.3232717749582336,0.6576439834724682,0.5928684169575172,0.3505391144757972,0.7577395288727016,0.5385713842237607,1
0.8870598041258596,0.3629725085910652,0.5008146941193897,0.6323494120470363,0.3419876281211902,0.5782106417067207,0.7014427672676344,0.5478894241798578,0.3996357868765787,0.17949275137366816,1
0.2008057234146003,0.5207617411225658,0.6127981039845949,0.589872810175186,0.5177224906307852,0.4952356859768952,0.650512415801525,0.5804657031429228,0.6377841743523467,0.4942724986806567,1
0.36111689935403213,0.11769759450171818,0.6714067051794796,0.3842092632589393,0.43956292048584455,0.3829159288304242,0.71684858724407,0.67618719889883,0.5742231099101216,0.687113898115668,0
0.4826700006945892,0.44644902634593353,0.6907124870389572,0.5968322534197265,0.22876687587483632,0.7254827557129606,0.5047017762265744,0.17114016976370733,0.7019326793162192,0.4807996771489768,1
0.41369729804820454,0.265750286368843,0.5110354021626426,0.5961123110151187,0.43443807287668756,0.3956067122017034,0.6148322699686548,0.372562514338151,0.6655113669740937,0.3620277527706201,1
0.44571785788705987,0.42583046964490257,0.6262282131042315,0.4403647708183345,0.32539395854969067,0.6987941647693735,0.516506235689038,0.32346868547832075,0.6529988838630087,0.6643591096762178,1
0.2891574633604223,0.41709621993127144,0.3729817804769664,0.6181905447564194,0.42380457849821646,0.3192090395480226,0.6192339328190649,0.5122734572149577,0.5294601421606062,0.5820320988420824,1
0.5579634646106828,0.1994558991981672,0.4991853058806103,0.7451403887688985,0.43685374994355897,0.5911122354330045,0.5766845252651001,0.5227116311080524,0.5161839863713799,0.4130320057119794,1
0.4044592623463222,0.18771477663230238,0.5907766750604848,0.41924646028317736,0.5010610917957286,0.1625769457795767,0.6336393748749527,0.8684904794677679,0.35546025964871053,0.5526961164747152,1
0.4243939709661736,0.629438717067583,0.5866785167629487,0.5730741540676746,0.4449135323068587,0.5699890378615398,0.5343351932952448,0.6827253957329663,0.44539740351289425,0.4561512432868717,1
0.34736403417378625,0.2133447880870561,0.5898879178393325,0.5015598752099832,0.4227434867024879,0.42756556202040646,0.6433986172554075,0.6673548979123652,0.43564589085355104,0.6437152702325152,1
0.123220115301799,0.5244845360824741,0.3965338468375056,0.8123350131989442,0.19131259312773738,0.49650054810692307,0.6003474328397076,0.3922918100481762,0.6795511954414615,0.5699872722192904,1
0.3129818712231715,0.3427835051546391,0.6642472720090851,0.6534677225821934,0.4997065065245857,0.538493970823847,0.6767000866994197,0.5478320715760496,0.697996827821183,0.6060907087200821,1
0.7183440994651664,0.3535223367697594,0.45094553893250383,0.7009839212862972,0.29884408723529143,0.705540096129522,0.49878843118511434,0.564923147510897,0.6952946014216059,0.7175053549809087,1
0.4282142112940196,0.5665807560137457,0.3858193847825014,0.5082793376529877,0.5163001760960853,0.555864744076229,0.660493964386546,0.4419018123422804,0.607296011278858,0.5450594480489244,1
0.5481002986733348,0.32273768613974796,0.5729521552362613,0.5934725221982242,0.46035580439788687,0.45438063917699645,0.5774403663606251,0.5653819683413628,0.4307113904717147,0.5190140626455159,1
0.17760644578731682,0.2048969072164948,0.41993778699451934,0.4794816414686825,0.09556599087912582,0.5806138797537735,0.6335282217726697,0.4302018811654049,0.4728308758738177,0.7708999472262754,1
0.17517538376050568,0.10667239404352802,0.7367797363353578,0.4118070554355652,0.6635435950693096,0.20317902015347,0.6927728252895538,0.8739389768295481,0.3793103448275862,0.8029367025734957,0
0.23553518094047377,0.37113402061855666,0.38567125857897594,0.7024238060955124,0.2069354765882512,0.788768024285353,0.5081919836382633,0.4196490020646938,0.6402514245432649,0.37581100797814504,1
0.6884767659929152,0.47823596792668954,0.4846689379351207,0.4744420446364291,0.3917912132568745,0.5623998650813729,0.5708156414645532,0.5102661160816702,0.5283440051694765,0.4850215751404712,1
0.6390220184760714,0.320446735395189,0.5657433466646917,0.33933285337173025,0.4112746647401454,0.3994856227337887,0.644354533935042,0.5834480385409497,0.545967220818892,0.5429795424207617,1
0.30478571924706543,0.2343928980526918,0.46694316891324744,0.6160307175425966,0.3457578904592044,0.6800320431739607,0.5715492519396216,0.4744780913053453,0.7326558185983669,0.3684847732281992,1
0.16051955268458712,0.5030068728522337,0.5964054707944502,0.6841852651787856,0.3475414277328758,0.417320178767181,0.6398639486028055,0.6529020417526956,0.6193385419726252,0.5357464377735696,1
0.29179690213238874,0.18098510882016033,1.0,0.0847132229421646,0.7945997200523773,0.0,0.689393770980148,1.0,0.18363390706690944,0.881569552665074,0
0.45787316802111555,0.3174398625429553,0.343850293783637,0.7302615790736742,0.30882286539937687,0.46171683953115783,0.6821910499522041,0.4241225051617344,0.4597309522410855,0.7704342967125077,1
0.3617420295894978,0.2494272623138602,0.44808176566434604,0.6846652267818575,0.3532532622928613,0.5433004469179527,0.576106529133228,0.5679628355127323,0.4015155965458497,0.7479588985813186,1
0.32173369451969164,0.3937571592210767,0.6482990174295167,0.4624430045596352,0.4611008262970154,0.40538831267391856,0.6092523842340439,0.5055632025693967,0.6143452975386241,0.7490454164467768,1
0.28867125095506013,0.30913516609392894,0.3282970424134697,0.4950803935685145,0.25515871224093556,0.6154397504005398,0.6873707845185959,0.4074902500573526,0.4634318275274628,0.6977928165647411,1
0.26651385705355285,0.3490836197021764,0.4012738853503185,0.6126709863210943,0.35097304375310423,0.6557888523484274,0.5811306493564234,0.3561596696490021,0.8116665687599129,0.5280166392450252,1
0.13850107661318334,0.2810710194730813,0.1719745222929937,0.6553875689944804,0.3499571047997471,0.6471456277932373,0.5731276259920414,0.3507111722872219,0.8613640368912647,0.4870704374010492,1
0.5615058692783219,0.05498281786941578,0.9330469560065175,0.4000479961603072,0.439766108276516,0.7399443460662788,0.4703999288620145,0.7144987382427163,0.553075251130823,0.5811939279173005,1
0.49357505035771343,0.4640607101947307,0.570236508171629,0.5860331173506119,0.23005373188242198,0.6808331225229783,0.41720205410933014,0.4678825418674008,0.7659636961757621,0.5801074100518424,1
0.1156490935611586,0.5463917525773195,0.8287167333234583,0.7576193904487641,0.4882151081410575,0.4571211737920567,0.6153880354800702,0.6886900665290204,0.5613581624860482,0.6592679973923575,1
0.4032784607904425,0.3434994272623138,0.4004838789315164,0.623230141588673,0.37005011965503226,0.7309216628720803,0.6333726074294733,0.39183298921771054,0.41714151442166475,0.36330053084158537,1
0.49281100229214425,0.51131156930126,0.8675751740482891,0.7425005999520038,0.27863819027407777,0.5314529049666921,0.5811084187359669,0.3651066758430833,0.5199436057099218,0.661844596901872,1
0.12259498506633326,0.24799541809851083,0.861255122697872,0.3626109911207103,0.4855510904411433,0.35711274137785654,0.7577529288842451,0.784468914888736,0.513657992128297,0.630708099214603,0
0.765923456275613,0.3546678121420389,0.3783636992050561,0.7820974322054236,0.28146024292229194,0.7721140062399865,0.43927706022275076,0.144127093370039,0.4891617223756094,0.724148635643995,1
0.4281447523789679,0.5104524627720504,0.24811139090505113,0.9184065274778017,0.31281889194924817,0.5431739607049498,0.6937509725896449,0.2522367515485203,0.5182987722493098,0.47884394499115235,1
0.5866499965270543,0.5183276059564719,0.6076136868612058,0.7187425005999519,0.32304601074637646,0.6727380048908003,0.5208634372985349,0.43381509520532235,0.4390530458791047,0.2235743333436802,1
0.799680488990762,0.45045819014891175,0.4734607218683652,0.503959683225342,0.3666410800559895,0.6549456109284089,0.5484294066647399,0.31549667354897915,0.47482817364741814,0.5882097289914011,1
0.3828575397652289,0.26317296678121416,0.5150841850590037,0.4857211423086153,0.46274890504357247,0.3450965511425922,0.6734671193244433,0.635237439779766,0.5287552135346296,0.545463011827523,1
0.6633326387441829,0.31343069873997703,0.5251073914975559,0.8447324214062875,0.40100239310064567,0.5592798718273042,0.7154035969143898,0.4025579261298463,0.6099394936262703,0.6522832396858415,1
0.47572410918941455,0.277205040091638,0.6237100676442996,0.7763378929685625,0.505598952454057,0.1464288725862215,0.6260809639197029,0.710656113787566,0.4712447864653703,0.7222239468537552,1
0.3663957768979649,0.5186139747995417,0.6293882387794401,0.46844252459803215,0.5224409626585994,0.3524327514967535,0.5775070582219949,0.6745239733883919,0.6520589790283733,0.4292987303262654,1
0.36118635826908385,0.33891752577319584,0.3628598232360638,0.5589152867770578,0.41890549510091657,0.4620541360991652,0.6758330925016116,0.41999311768754305,0.5092521882159431,0.1687827895570102,1
0.5767173716746545,0.2610252004581901,0.2387794400829507,0.49700023998080156,0.18542014719826613,0.5364280293448015,0.5742169263944156,0.5195572378986006,0.44210773659167,0.41371495979883866,1
0.06181843439605472,0.5206185567010309,0.6320545104428974,0.2013438924886009,0.24080010836682167,0.5335670316697385,0.5228641931396305,0.26777930718054604,0.6714445162427304,0.393381554030981,1
0.6277002153226368,0.04410080183276055,0.643657729719054,0.5855531557475402,0.269630198220978,0.7124125137026731,0.4275075345924334,0.24191328286304203,0.6542912530106326,0.3526216123925119,1
0.18990067375147607,0.24613402061855666,0.5374018663901644,0.5130789536837053,0.4987808732559715,0.5683868791635045,0.6618055709934864,0.4607134663913742,0.4627856429536509,0.609815912830224,1
0.07355699103980007,0.4591924398625429,0.3591072927467536,0.6726661867050636,0.4680543640222152,0.7007757821064171,0.6254585065469177,0.3668846065611379,0.6772601774070375,0.13233787601279012,1
0.37077168854622494,0.19100801832760594,0.44872364587962277,0.5749940004799616,0.05407052873978413,0.6126148916434776,0.5040793188537892,0.24690295939435652,0.6215708159548845,0.6687362245056345,1
0.23761894839202613,0.29481672394043523,0.6310176270182195,0.5968322534197265,0.40161195647265996,0.5182983388144026,0.5874409697631804,0.4034182151869695,0.7776537625565411,0.6979169900350795,1
