CHST6,PTCRA,C18orf18,OSTN,FOXN3,LAPTM4B,ESPL1,KIAA0329,THSD1,EDG4,PKMYT1,C9orf5,B3GALT1,TRIM25,CDH4,D4S234E,FAM102A,PLEKHK1,RPS27L,C16orf80,PYCARD,PPM1J,RAB11FIP2,CDC37L1,TP53BP1,WBSCR19,DKFZP564J102,STEAP2,TMEM151,TOR2A,SYN2,XPO6,ATP6V0C,PKHD1L1,TAF1C,KCNQ3,ADD3,C7orf42,TM4SF18,RRS1,ACSL5,C6orf154,ANKRD5,PDIA4,MRGPRF,LUZP2,POSTN,ZNF408,LOC284352,GON4L,RAI1,TMC4,SYT13,PLA2G10,DPP6,RHO,TMEM43,UBAP2,ABCA8,ZNF174,CDKN1C,GFAP,SFRS18,CLDN8,HBA2,TPI1,AURKB,PXN,ANKRD22,BMP2,GFRA2,GREM2,IMMP2L,TNRC5,PRAF2,PFKFB3,RP11-298P3.3,HSPBP1,C1orf35,PCCA,CCNB1,NDC80,ZNF473,SPACA3,PAK3,STRBP,PSMA7,C1orf31,TPX2,NSD1,LETM2,T,MAGI2,NFKBIB,GATAD2B,label
0.2465096895186497,0.6814146620847651,0.4386016886387202,0.5241180705543557,0.38671151849008895,0.4998230182468186,0.5523652921831521,0.5615232421136873,0.2924409268180776,0.6756740879985901,0.5543494878458952,0.41790581442274827,0.4386450662739326,0.714178720217199,0.7920021961932651,0.21899789816258736,0.5137502737540282,0.32780066550467446,0.3832015810276679,0.4697488584474886,0.7591956086800387,0.3379970544918998,0.48205490750559776,0.7394957983193273,0.23056300268096513,0.38146558476142733,0.11937508345573511,0.7385250367032619,0.4982127739629386,0.34282139505786674,0.29016174145688933,0.5679569199613385,0.511907770056854,0.38594665402264616,0.3082518679437807,0.44780545670225386,0.5844891806890155,0.7688455812694546,0.6351917252539381,0.5672739023306537,0.8073750991276766,0.40913726290026514,0.7023910048442292,0.7613964223889216,0.3002210462857525,0.3819257665411511,0.3748031264259535,0.5355774332370448,0.5836385836385837,0.7653641105627851,0.47904667960670766,0.12886710239651417,0.14594605039418768,0.20726093887127683,0.2039872197594662,0.2668093016730384,0.6144373673036093,0.5527287648748461,0.1642275919680703,0.6981887418835132,0.2397329903852052,0.23465054011633277,0.4771537436882377,0.05809550327161353,0.14875961621574846,0.3610367318915207,0.6761142521477339,0.30610151912917377,0.9705482940078085,0.3292468270388784,0.19192723614720425,0.21136758088151156,0.01794526502399263,0.45613556548126394,0.5110958304682127,0.38996292064084326,0.6610254902784193,0.5183623009235692,0.5673328209069946,0.2652873563218391,0.7568868313700324,0.7016793748070027,0.6106676644217179,0.23017996554631093,0.6387935461203749,0.5897253064412075,0.40440885166110146,0.719603310215432,0.6150687181733561,0.5636041922929175,0.4228439819158918,0.19841704480258696,0.4662914548535463,0.703939175460445,0.6160169093471113,1
0.3061054386330486,0.18012600229095072,0.5893941638275811,0.11975041996640268,0.17589289745789496,0.4944516220377677,0.6954211990892993,0.7383043117876281,0.4948956182610691,0.8544909827879927,0.5335065993986648,0.6358923416012172,0.17836524300441847,0.48607405326967285,0.26976573938506593,0.017198906140530212,0.6739980602571725,0.5542901283473302,0.3872529644268774,0.38330796549974633,0.8012106910172878,0.4814678448699067,0.33901260751738055,0.7561395749435509,0.3664248541239552,0.5315329427613646,0.20899986647082344,0.5347965392747988,0.4358009594581883,0.4597539359816494,0.18445214641858268,0.5942836102545223,0.47981680353758677,0.3210844390153731,0.19492445936605118,0.3032028469750889,0.6149107932228937,0.7301732304777373,0.254802698476913,0.4841862907460512,0.5528680941052071,0.7209463593718132,0.7018132527443226,0.4565575797543483,0.41188291245227404,0.4354107431030507,0.6667206382383679,0.7635441844013433,0.7458791208791209,0.8370180137564254,0.4481178604384765,0.5689179375453886,0.7806268356778482,0.606200634033636,0.10443203823851444,0.29187857318228044,0.43184713375796174,0.673870423562668,0.25970731103616845,0.7242591417272861,0.18126033437442585,0.3087368268330322,0.4570490381338868,0.17374356118613393,0.10979773532716691,0.2925163062135255,0.55947573243263,0.4230226086795469,0.7521926101963446,0.13689281413087107,0.11486713052225667,0.26799763045488967,0.31091205072914646,0.42841556138975045,0.5189723073076202,0.25123014855064013,0.7334649141225381,0.5852665260708312,0.7607225211375864,0.4843422733077905,0.8464500160425356,0.8090809757951496,0.607009229234223,0.14683136018766266,0.1210832139671901,0.6566500288614988,0.33855905823759136,0.6087378966060241,0.6682545766485974,0.7487418076838008,0.20728482470357412,0.2991446304699317,0.32894577584120066,0.516921194642897,0.6042743071864725,1
0.6419392929082448,0.33018327605956466,0.3068681183034612,0.437485001199904,0.42522689303291644,0.33053112224129716,0.4005396745088119,0.6022942000311228,0.4076049552649691,0.355988956118193,0.2367120216072976,0.5671002390339305,0.3863917525773193,0.47207789168188097,0.3854014153245485,0.0750559359956608,0.39623940180834094,0.3866463318016163,0.34352766798418966,0.31278538812785395,0.6876058072128448,0.6305432826051383,0.618946624248852,0.8342140180171791,0.6815171108657941,0.4219743726307215,0.37308051809320353,0.7153858228455874,0.3360925594958141,0.15358148263997498,0.19329928250030473,0.41947806876236937,0.4741313960833859,0.26103204133951535,0.15127875975116029,0.4005931198102017,0.5808513413626679,0.627013127622141,0.4445325227697649,0.2504746132406994,0.5304784562516517,0.5937181317560677,0.5982400782187459,0.29338059516940046,0.5676200683233973,0.8204487819872435,0.9783770257738789,0.5840947945528496,0.4872557997557998,0.5770778465314896,0.5977344321761543,0.7745098039215687,0.5964793631164013,0.2956495262658284,0.24391568564131252,0.21790712356634273,0.5081104033970276,0.3775133360689372,0.4350112929674206,0.898135038812674,0.4010900851246254,0.37304957990951904,0.4616337783835693,0.4842823332869275,0.18891001815195768,0.10641949879848944,0.17963873999559432,0.23998166488408523,0.6309907768913031,0.2593799215637834,0.1713261798977282,0.40150279045114834,0.4530550844207316,0.3915578437723752,0.45708570356941924,0.11907371563163172,0.8612942510393482,0.42218747727438005,0.5134511913912375,0.4939974457215836,0.3405142778567172,0.2477731062495545,0.4508189906044732,0.25367444929076716,0.23250722953433695,0.6834063359478456,0.1813628388703379,0.5202197875833416,0.29025899359360463,0.5740344804839532,0.47308709374733426,0.11844781724299795,0.5711389494069232,0.30327062987481235,0.7522310944105213,1
0.123220115301799,0.5244845360824741,0.3965338468375056,0.8123350131989442,0.19131259312773738,0.37744898500964535,0.49650054810692307,0.6003474328397076,0.3922918100481762,0.6795511954414615,0.5717780155939459,0.5699872722192904,0.38712812960235676,0.7599119973786462,0.38939726695949245,0.22037652270210462,0.41973531896255045,0.5480708287117732,0.36590909090909085,0.1696473871131406,0.46121684707330807,0.4765177548682703,0.33090609166961327,0.7387974580413879,0.5466803343321243,0.2350010965255804,0.28166644411803987,0.4632551869327155,0.4266767002163484,0.3559587112918361,0.40888361911711063,0.6273760758503247,0.6252053063802905,0.6302628723891568,0.22316579441098056,0.5954922894424675,0.44420771917619606,0.6504939775341725,0.5097803387310164,0.17756594094599504,0.5586307163626747,0.49096471548031817,0.6874361139504912,0.693697963894156,0.23795967579878086,0.6569200030738491,0.6733149829989549,0.7058303366149847,0.7736568986568988,0.473700107392161,0.3744232666178764,0.5476034858387799,0.6011555108981296,0.620529077785539,0.15165954750511404,0.259522640384413,0.3374097664543524,0.6187480052888341,0.31391355465486837,0.702070009275985,0.21180721415885945,0.30334225833256395,0.4137108515845234,0.6053877210079354,0.1209914426484574,0.22976313079299687,0.5121154269770165,0.5008195241204,0.6267470152209585,0.1913503999011827,0.34751446055830326,0.16783238586171417,0.18633926821161034,0.5598895291349854,0.43264362067887724,0.18261001375900748,0.673413681602486,0.4007344920369428,0.5674096848578016,0.4463856960408684,0.7938304991520373,0.5288011591724274,0.5362933399850337,0.2733570355166221,0.3449366233345047,0.6073477980374181,0.4275850359386497,0.7045599222702449,0.5777254558396759,0.580460283030216,0.25394523586112766,0.24363036561831733,0.25402444928588713,0.8667933844574083,0.49185846250195703,1
0.14384941307216786,0.48410652920962194,0.7504073470596948,0.5903527717782577,0.3929200343161602,0.47765605366086744,0.4466228181128257,0.574194695773959,0.7006194081211288,0.6910650296657463,0.46837894307700156,0.39350572750131896,0.44620029455081034,0.4497963769133557,0.3558443142996584,0.3356159739643366,0.6093608234521166,0.47310251941055304,0.6579051383399208,0.3727803145611365,0.8182937464730925,0.7152266404843723,0.3753505361140577,0.7011801950697174,0.29947957735372965,0.4820639744352893,0.35687007611163063,0.6135492747066051,0.32565139685824473,0.30455635491606725,0.37595767967894933,0.5535969070741473,0.5938092229943145,0.3920784679305323,0.27599486521181005,0.31233689205219456,0.5549661579488963,0.5171538773853025,0.6811412764189415,0.5266793230197517,0.5274649748876548,0.8025290638384663,0.505533087418337,0.28864067265682924,0.472134771250586,0.5924460155229385,0.6358538057317809,0.4828155397040612,0.5382326007326008,0.7177056432023321,0.4781875457409234,0.6957879448075527,0.657172669655279,0.8968531155409883,0.20956511953341447,0.2813600765619284,0.43889596602972397,0.3561756257693886,0.596918412177841,0.7122003612752038,0.5565068283422138,0.4804727172006279,0.4643908181283108,0.6328971181957399,0.1982885296914162,0.340439409543426,0.507966811072766,0.5190574083591457,0.6753522322186387,0.3253250162122101,0.32525777516975435,0.37270450317498194,0.43772213178327624,0.48961778444542897,0.5240357567043821,0.506273174599473,0.7237643304077604,0.5506508617555087,0.6762490392006149,0.32209450830140485,0.6148416372553512,0.5249055797049815,0.3473850503034839,0.25092548473408355,0.6327666819815689,0.5073172388034363,0.4557133963438792,0.6943076356082688,0.4409279234882915,0.5115924426974403,0.42045551479996585,0.2826826787670161,0.5561607358992979,0.48355945904612174,0.4841083450759354,1
0.1397513370841148,0.26388888888888884,0.3935219473658224,0.6918646508279338,0.4764753691244864,0.35854733376988823,0.4419849903027237,0.5944912522508503,0.637646249139711,0.7785349233390119,0.37721041634816294,0.8264986185701431,0.3296907216494848,0.37466647942704767,0.350201317715959,0.14556919113160222,0.5328348402840786,0.3380209158611948,0.4273221343873517,0.24949264332825982,0.7630687939260248,0.3330878743249877,0.5115117238128913,0.7120743034055729,0.4819429112127425,0.3209373727247094,0.4164507944985981,0.8740824184448897,0.4422443796444361,0.2460118861432593,0.46947586039158473,0.41584203985824075,0.3293746051800378,0.512802070190383,0.2769823244791152,0.35349940688018977,0.5099931881096279,0.5697658681824334,0.6685126668780543,0.31009411479581506,0.4017975151995766,0.6695084642055884,0.6555930847517889,0.3646855164454701,0.593040391184942,0.7251210328133404,0.697454995068961,0.5912869185875134,0.502899877899878,0.6750955662379506,0.4277213860693035,0.8677923021060276,0.0,0.28558379453011656,0.199165272191724,0.2762267195117673,0.35974522292993627,0.3771029954862536,0.6311995297175211,0.6510765024654592,0.5116173678731096,0.5606130551195643,0.3187943372262321,0.3325490742029793,0.3226510502204164,0.30422245108135937,0.3346060650561714,0.41567930215437565,0.4799694449159735,0.4287897971157706,0.2500209573308743,0.3105015457204683,0.5878001176179803,0.46271608305772405,0.37763330624492086,0.26845222825960213,0.7660101625162726,0.4436404625118173,0.6555726364335126,0.5638825031928479,0.32511344364486405,0.3607567875721512,0.21867464870707584,0.2923432173881172,0.39793519094078555,0.540219347390581,0.13854773897787087,0.8201494287533085,0.36642391720965894,0.55773715518546,0.30299411413460714,0.2530837636259323,0.3517005567659162,0.29804898298049076,0.6461562548927509,1
0.32673473640341744,0.965635738831615,0.5897891670369821,0.5070794336453084,0.5625818395267982,0.49303576801231774,0.534404249936757,0.5980259209034523,0.47734572149575594,0.6082946601656581,0.6975997553890843,0.57802750442368,0.4972312223858619,0.814258297055658,0.30771107857491464,0.4524600537889579,0.4242092419359885,0.5708683251465696,0.2981225296442687,0.4626458650431253,0.6917867952598366,0.4020209458353788,0.37949805585012464,0.7589562140645724,0.5115912316669295,0.44387355493593156,0.49942582454266277,0.5104200330560195,0.3026526196971122,0.25028672714002714,0.6411589444241755,0.5960786118654211,0.4067909033480732,0.5413234431380739,0.4083473223396201,0.3725978647686833,0.690479296201284,0.6313100554878874,0.6638657759214514,0.3030254069556082,0.6881575469204331,0.24360595553742606,0.5232211901693259,0.3867776770258017,0.3777212137450599,0.4447475601321755,0.5915774909106967,0.5423568944172604,0.4050671550671551,0.5340107136464758,0.33970789448563343,0.269680464778504,0.4581851909104962,0.20654451668368168,0.12747702786014248,0.20851601136403486,0.7933757961783439,0.5312998677791456,0.4950341882986294,0.7306790997412489,0.367113724049238,0.29600221586187797,0.6207986121867353,0.321954615063344,0.05955570922292286,0.2579814624098866,0.5807695131801159,0.3841692942369389,0.6894415209641827,0.3336472840688015,0.29289965629977366,0.4059716693861001,0.32329176929829817,0.4768318046984209,0.3204350815777958,0.37907231641053146,0.7957418216940326,0.2954330594138608,0.6866256725595695,0.2651851851851852,0.823165421460329,0.752096249317086,0.65219921842521,0.28244694498405604,0.7550606740358368,0.6893484092220977,0.4089365555492671,0.5475592186819446,0.6669404442497583,0.5834869291570792,0.3012027637976627,0.20813122620351526,0.3503691600096828,0.5162002141093713,0.7570847033035853,1
0.26651385705355285,0.3490836197021764,0.4012738853503185,0.6126709863210943,0.35097304375310423,0.6979717891085431,0.6557888523484274,0.5811306493564234,0.3561596696490021,0.8116665687599129,0.6433267084543648,0.5280166392450252,0.5454344624447721,0.5319945700510238,0.26943020985846755,0.13331977309196152,0.5426274129462192,0.72591506892727,0.21600790513833984,0.4044266869609336,0.3122402913866514,0.22651775486827033,0.40509013785790127,0.4669801438580971,0.5059927456237187,0.27823553369466464,0.5372946988917082,0.39460392794157056,0.3446053993039225,0.2725993118548639,0.4372187766022133,0.8749021954250469,0.4491787744788376,0.3726141779110037,0.21312662519337744,0.3469750889679715,0.5348783280432482,0.34182568683177694,0.5333701439989501,0.7143838106394154,0.36323024054982767,0.19849071996736692,0.4530020887960536,0.2706701838265596,0.24763882376582486,0.45792668869591946,0.6442733709171733,0.574898308082296,0.3427197802197803,0.6659959983635484,0.7406052120787858,0.23271604938271603,0.1582933992889164,0.24037755449286263,0.24510098934327654,0.25373540037178627,0.8061146496815286,0.7664706150549399,0.2904303703474521,0.6873748962554314,0.4942984873537883,0.536469393407811,0.5613518788141632,0.13874425727411946,0.06644913129916147,0.5759697905938894,0.7691093325501137,0.10003750364618735,0.6502291631301986,0.21716641447673157,0.13806689580015086,0.229731555481651,0.33143553597149916,0.4062191005489445,0.3059323623179346,0.1563279774258996,0.6383068072061479,0.6101010835575594,0.4832436587240584,0.4134865900383141,0.7783838291240774,0.9404855222214304,0.7283196142013794,0.23138950995125174,0.3919623793951517,0.8728056772265798,0.34062482313656695,0.6673032465574429,0.8233039478727483,0.4744112591235922,0.2200801842531775,0.18782271944922546,0.41500242072137494,0.7494264927574228,0.876859245342101,1
0.7610613322219908,0.4023482245131729,0.5722608996198094,0.8975281977441805,0.551316205355127,0.29959471178521446,0.4192174719622228,0.7018206878153969,0.8029938059187888,0.48064383481172523,0.24664934006013356,0.5254400397355106,0.4450957290132551,0.27032720123578236,0.34757808687164476,0.19244242547517393,0.4839658354972938,0.4709237838694344,0.4555830039525691,0.4168569254185693,0.767454983840353,0.3789887088856161,0.5407564510427721,0.7504830186922415,0.4727172370288598,0.32444625458191045,0.5341701161703836,0.7637140931293345,0.343288495908193,0.15087060786153678,0.405356925696218,0.3252174713490123,0.4620656980416929,0.49006292542974894,0.24874098943418585,0.298932384341637,0.7150890618432685,0.6926512383272432,0.62464054931718,0.33897483540008866,0.6048638646576786,0.46673465225372224,0.3870939069374695,0.3172244662435082,0.7137785518119095,0.6329824022131714,0.9723420227563773,0.489418145375228,0.5918803418803419,0.6480877163824189,0.4288032583447354,0.6235294117647059,0.43196398206832587,0.6045349524474772,0.24890154517609603,0.1716881203745922,0.5636518046709129,0.4853873159166552,0.5714550911172303,0.5877312893619099,0.5346316369649095,0.28353799279844893,0.5357330937703293,0.04076291243213142,0.3772797994640848,0.23099897013388254,0.26826492400323,0.2526819737104063,0.6128840604311662,0.49468857116388226,0.2931301869393914,0.37123912659398617,0.3618329654220186,0.34767636128064344,0.5777333249984372,0.3280240666029244,0.8235837567715113,0.27732528543378665,0.4352805534204458,0.49542784163473813,0.3759453637072008,0.5069954155680662,0.268229816246778,0.2762892643770847,0.34807167373854775,0.47635054836847646,0.329588544909163,0.4361912420008711,0.3924145357644784,0.5872818777622998,0.32022519832807295,0.2514212694935587,0.5339203582667635,0.46407113674597533,0.3213558791294817,1
0.5412933249982635,0.5081615120274914,0.47444822989186786,0.8668106551475883,0.2730843906623922,0.3085942339344809,0.477907074795514,0.8866016050507969,0.6421771048405598,0.3478822769194619,0.41502318707638997,0.15658274609629558,0.43979381443299004,0.46603941393999077,0.3312896534895071,0.12018893936312164,0.4019334855927166,0.3888844874029473,0.11210474308300394,0.31601978691019794,0.8948083927563741,0.7378906889216167,0.4176505243313312,0.7114923531739562,0.3080744362087999,0.3790845577868981,0.27488316197089074,0.31221318362711364,0.5200827767848744,0.3145136065060995,0.36467834123799114,0.46531964836378703,0.5360075805432722,0.2043268264849349,0.3884006451400546,0.49869513641755636,0.43594649042711997,0.5113005819461361,0.44261909708175284,0.7635012319747936,0.34070843246100924,0.9115235570059148,0.6812586107284122,0.4473868601104608,0.4696898653627168,0.435257050641666,0.7663570661053623,0.6635029181158985,0.8237179487179488,0.7446511672505057,0.7078308460877589,0.7337690631808279,0.1620806925336219,0.9391936668278617,0.20371994539529784,0.32699659780435614,0.4963057324840764,0.726895545525008,0.2620896630673556,0.4409266220768442,0.3876783636474988,0.48961314744714246,0.7627706700535919,0.07719019112587264,0.22292332958769068,0.2510470305526947,0.4336588589470599,0.37592312215539414,0.3141232388389068,0.304542506870889,0.30870148377902584,0.6460751810935241,0.09684732674786312,0.3334583518019705,0.49628055260361315,0.2903966791819221,0.806240288917818,0.679732383099411,0.6326671790930054,0.7660280970625797,0.23793372140990965,0.5071379367680936,0.3404423380726697,0.27922149323754725,0.26842517769790014,0.5806254456554956,0.3740732356103912,0.601266458940597,0.38067860336928955,0.5489365995242735,0.3629616992237481,0.24358472852448754,0.31823408375695955,0.5935199143562526,0.7359480194144354,1
