ZMYND12,HDGF,UCHL5,F13A1,TBRG4,C1S,MX1,IL11,HEYL,GTPBP3,label
0.18569354007588887,0.6551861437388015,0.580921546176018,0.10960883728904891,0.424870188962047,0.15850923992886412,0.21448878374732824,0.6607340929716645,0.21933675163229913,0.48478599808881956,1
0.060148967067972084,0.6848496914194704,0.5581790184388206,0.019105004041443163,0.44178577163963384,0.050413670455424095,0.10159995019610284,0.657557729151961,0.07104651591722302,0.5218025448875924,1
0.1187988944582377,0.6629504280310571,0.5835274608125719,0.1614127905552698,0.36405973984262086,0.09587875976184951,0.15040776940795617,0.7728143591812038,0.14032240215426606,0.41075290449127394,1
0.18494402023703566,0.6547879753135576,0.5804477435148264,0.1050775222279374,0.5008832503613296,0.15928245573339517,0.2158168876714603,0.6598265604517493,0.2184514367922091,0.48357893678016395,1
0.2162364735091582,0.6673302807087398,0.5953725273423622,0.10617973399955911,0.43386328355013115,0.16407639372148763,0.22046525140592252,0.6633054351114246,0.2554133313659669,0.48820600513001056,1
0.811870520447838,0.24447541309974113,0.27745094168278966,0.816126582898572,0.04012097853433971,0.6445140338668522,0.6176513312166677,0.25446203488958313,0.8645468294662292,0.18452949756073028,0
0.7966458987211318,0.506470236910213,0.2361116594938214,0.7042765816738922,0.18114661955998074,0.7688857960256708,0.7437381975139554,0.23096702631844312,0.6364675937880412,0.13700145853241463,0
0.1860682999953155,0.686044196695202,0.6176412524183681,0.08119626717613343,0.5090198597505486,0.30248202273254465,0.23358027765672665,0.6450035292931328,0.2197794090523441,0.4638636020721219,1
0.18737995971330865,0.6876368703961775,0.6195364630631345,0.12748916158424572,0.39553557090091535,0.13160132993118379,0.18792670526468697,0.6534738328123422,0.22132871002250162,0.4751295076195745,1
0.18513140019674895,0.6490145331475213,0.573577604927548,0.07384818869865531,0.49767143086558535,0.17490141498492226,0.19290709498018221,0.7404456993042249,0.2186727655022316,0.5908062163657396,1
0.12685623272590996,0.7732430818236113,0.7214040352193314,0.138143875376589,0.43129382795353566,0.14118920590736872,0.20021166656290856,0.6313905414944033,0.1792762551182263,0.42302469446260627,1
0.18513140019674895,0.6545888911009357,0.5802108421842306,0.10973130526367354,0.42529843156147956,0.15928245573339517,0.21299466683267965,0.6583140062518904,0.2186727655022316,0.48156716793240456,1
0.14034758982526818,0.6695202070475811,0.7017412247798794,0.26575550493545935,0.5464910872008992,0.12479703085131058,0.17032932826993713,0.7731168700211756,0.15161016636541363,0.4904189508625459,1
0.01967489576989742,0.6577742385028866,0.792948237059265,0.11744678766502559,0.2822654033509983,0.021959328848681653,0.0,0.6569527074720175,0.024346158102475174,0.311170346527184,1
0.1860682999953155,0.6555843121640453,0.5813953488372096,0.11193572880691699,0.42272897596488407,0.15912781257248895,0.21432277075681172,0.6578602399919328,0.2197794090523441,0.4809636372780767,1
0.18513140019674895,0.6529962173999602,0.5783156315394641,0.10813922159355328,0.42123012686687006,0.15912781257248895,0.21697897860507584,0.6716244832106482,0.2186727655022316,0.4992707337926872,1
0.18475664027732233,0.6541907226756918,0.579737039523039,0.10728194577118083,0.5768963117606123,0.1583545967679579,0.09080910581252984,0.6607340929716645,0.2182301080821866,0.48478599808881956,1
0.1497165878109336,0.7027672705554449,0.6278280096339878,0.1356945158840963,0.5392109630105455,0.06742441815510708,0.14360123679677933,0.604618332156902,0.1768416393079788,0.41014937383694616,1
0.1823207008010493,0.6547879753135576,0.5804477435148264,0.109241433365175,0.5400674482094105,0.16794247274414287,0.21448878374732824,0.6584652616718764,0.21535283485189408,0.4817683448171805,1
0.18363236051904247,0.6551861437388015,0.580921546176018,0.11022117716217208,0.43686098174615917,0.15881852625067655,0.21266264085164666,0.6590702833518198,0.2169021358220516,0.4825730523562842,1
0.0,0.8403344614772048,0.8012397836301182,0.0,0.44371286333708043,0.16778782958323665,0.22660773205503332,0.6484824039528081,0.0,0.4684906704219685,1
0.18981589918958167,0.7770256818634282,0.7259051605006517,0.18615132142944618,0.4265831593597773,0.05211474522539239,0.21282865384216315,0.7343954825047895,0.22420598325279414,0.46768596288286474,1
0.8207710685342202,0.19146924148914984,0.24902278201129285,0.8401058123300758,0.15946683796370642,0.8116832908064641,0.7435099296519952,0.2576131894726219,0.8336714744180902,0.3369712819996982,0
0.24321918770787462,0.6756918176388612,0.6053223832273861,0.094790212359468,0.4047427867887158,0.1736642696976726,0.14310319782522984,0.6499949581526668,0.17750562543804632,0.4705024392697279,1
1.0,0.0,0.4483752517076642,0.8928527690009063,0.13021251538996842,0.7407794015309672,1.0,0.3331148532822422,0.8863108192851078,0.2809435195895992,0
0.1901906591090083,0.6577742385028866,0.5840012634737635,0.11352781247703725,0.5668326106739467,0.16067424418155105,0.2281018489696819,0.6616416254915799,0.22464864067283916,0.4859930593974752,1
0.21829765306600457,0.6898267967350189,0.5802108421842306,0.0336786930217748,0.47540281569509124,0.17490141498492226,0.17929402975782854,0.6728345265705352,0.2578479471762144,0.47533068450435045,1
0.18550616011617557,0.9000597252637865,0.9483555099301142,0.2994341979572342,0.5133022857448745,0.34237995824634654,0.2118325758990641,0.7180598971463141,0.21911542292227662,0.559623799225469,1
0.18419450039818241,0.653593470037826,0.5823429541595928,0.10973130526367354,0.42529843156147956,0.1578906672852393,0.2134927058042292,0.6471211051729351,0.2175661219521191,0.47492833073479856,1
0.1840071204384691,0.6543898068883137,0.5799739408536347,0.10838415754280255,0.4255125528611958,0.15974638521611378,0.21365871879474568,0.6661792880911563,0.2173447932420966,0.486797766936579,1
0.18700519979388203,0.6914194704359944,0.6188257590713471,0.13446983613784996,0.4826829398854451,0.24897548905899633,0.17713586088111394,0.6023495008571138,0.2208860526024566,0.4121611426847055,1
0.18550616011617557,0.6549870595261795,0.5806846448454221,0.10777181766967937,0.42572667416091214,0.1581999536070517,0.2138247317852622,0.660129071291721,0.21911542292227662,0.483377759895388,1
0.17445074249309037,0.8401353772645829,0.5785525328700599,0.1037303745070664,0.41330763877736737,0.15665352199798963,0.20386395235427174,0.7041443985076129,0.20605702903094902,0.4588341799527234,1
0.18363236051904247,0.6529962173999602,0.5783156315394641,0.11193572880691699,0.4531342005245972,0.1580453104461455,0.21365871879474568,0.6590702833518198,0.2169021358220516,0.4825730523562842,1
0.1858809200356022,0.6553852279514234,0.5811584475066138,0.09074876919685501,0.42786788715807506,0.17598391711126574,0.18792670526468697,0.6661792880911563,0.2195580803423216,0.4920283659407534,1
0.21342577411345856,0.6870396177583117,0.4773956647056505,0.08719719793274058,0.3972485412986457,0.3171731230186345,0.1824482765776422,0.6707169506907328,0.25209340071562936,0.44656238998139114,1
0.1838197404787558,0.7961377662751343,0.7486476882378491,0.10997624121292282,0.5786092821583426,0.15866388308977034,0.21631492664300983,0.7576888171826155,0.2171234645320741,0.47492833073479856,1
