TEK,MPHOSPH9,LIMS2,ULK2,PDK1,GYPB,CALB1,PLA2G12B,CCNB2,KCNMB1,GIMAP5,KBTBD3,CNTN3,ZKSCAN5,MYH11,COL8A2,DNTT,NCOA3,ICAM5,POLR3E,SCPEP1,FAM83F,PRAME,GATA5,CD1A,RRAD,SAE1,BOLA3,ZNF366,CGA,CACHD1,CD163,MXRA8,XPO5,SCAMP3,HOXB13,TNNT3,ISLR,NTRK1,WT1,RGS1,MFAP5,GTPBP2,SEMG1,PTPRR,PGC,GTPBP4,ITGAM,IFIT5,BAIAP2L2,DCBLD2,KRT34,ZIC1,SH3D19,ULBP2,RASL12,TTK,TOX2,SELP,CDKN2AIPNL,CDH4,IKBKAP,FZD2,CENPJ,PLB1,RGS18,DOT1L,TMEM59,TNNT1,GABRB1,GPRASP2,MAGEA4,CKAP2L,ESPL1,NEFL,LRRC3B,PRKDC,TUBGCP4,FOSB,BLMH,IRF8,NR0B2,TIPRL,C18orf56,SCARA5,SLIT2,IL20RA,ECM2,CCDC142,label
0.24909808479213574,0.7347252747252747,0.11370440936309194,0.2648016656878971,0.6184351554126475,0.6680200414651001,0.6330139020110677,0.5083228221087241,0.8279837829829074,0.2044298988954473,0.07816539121087254,0.23652432621631103,0.16889664879117747,0.3423232390166324,0.2032528378137442,0.15629992688672864,0.8215102974828375,0.5196285127165011,0.5320603015075375,0.8861495470320456,0.3907350352112676,0.2305330447475714,0.7451478601604116,0.48447122413716714,0.6848298080963722,0.1225308332497744,0.6045297658099666,1.0,0.10535975257451655,0.8197401065250959,0.08813949032381682,0.1090390351445986,0.18279621078688058,0.3589236914021442,0.6587810745789897,0.733096750093388,0.14763826252076903,0.0595719498964395,0.5519405066232861,0.596413053526856,0.05557194846070619,0.15171418260555755,0.21047181144111676,0.6037773228554447,0.769116530807564,0.4571637088591822,0.41487236403995553,0.33955042527338986,0.47899518062012153,0.6709819247679532,0.6008164275111333,0.5050391937290034,0.7099199709718386,0.32512724628648587,0.3979123833623275,0.10931796929202742,0.7962183104522867,0.5796258670216493,0.08488407036686012,0.7171433036411939,0.574053737462479,0.49974448949000094,0.7606147636420086,0.40081939228405594,0.13371932726771435,0.09614620580055622,0.549636803874092,0.19673883988238441,0.8058035714285714,0.8743464546515144,0.4091174131990458,0.7142543184914949,0.7073928953077944,0.6041159962581852,0.594697746952846,0.165376056964842,0.5244897959183673,0.7428984111699564,0.25124632704942385,0.637460413210677,0.15642954141857307,0.7947186270326649,0.35182784547575835,0.7155238651381505,0.06817629753582895,0.29127075748157355,0.07284809729797503,0.10308116937982312,1.0,1
0.9999999999999999,0.4203296703296703,0.7132553075666843,0.8238214724253912,0.2185155412647375,0.12502159640635757,0.2383587528681334,0.10354211037819766,0.31076330428457843,0.45537958038688486,0.8230912953341353,0.8905320266013299,0.8435330518389192,0.2550195480750116,0.6788565542106612,0.6586964174497015,0.15238915195867409,0.09767553574764481,0.09017587939698402,0.02188218326046598,0.7050506161971831,0.568430059898324,0.2564195187656893,0.11381861680917996,0.21002941588457752,0.6917677729870652,0.2670793279516216,0.13322745720839946,0.916833769500051,0.045765694909503885,0.206505077601073,0.8654649202438075,0.8604988813252725,0.05091444187513139,0.3958834536220263,0.06079566679118409,0.8626737347363984,0.6112700134793043,0.21616701526067167,0.08815752981418168,0.7518687911871741,0.8486226392397445,0.18727476078041505,0.379911510268771,0.1985083000561037,0.06169565139998928,0.3376248612652608,0.858839611178615,0.7676035313686176,0.23923899473484228,0.29840837869041636,0.07872340425531915,0.22546213236035229,0.9557754232886672,0.2877589751700137,0.6019727911676873,0.19156910637581037,0.26297905135570654,0.9979195080792436,0.11751836224410073,0.0857676257412695,0.32470275610670113,0.06524101529146786,0.14785336292249912,0.543010752688172,0.7208978943186334,0.1979884522257404,0.574846297781342,0.2641173245614039,0.15615952987944515,0.7958123509143916,0.22724275856006398,0.16000129529484153,0.1455565949485501,0.36356547790043914,0.45509568313306625,0.07839650145772653,0.14124939817043602,0.8968767539370728,0.35722364650882216,0.8543298861380966,0.11828568719480403,0.15054878575749722,0.2503303930909426,0.9132007233273056,0.8424207441612646,0.40000626919942317,0.9482059370247282,0.31330412406982405,0
0.23515169124234275,0.8364835164835165,0.18515242242787142,0.26266616838396245,0.6045016077170419,1.0,0.5209879875826697,0.5197369781435456,0.8015570491494147,0.1579685582373911,0.13037802974072848,0.23022401120056024,0.13433341053644282,0.3986482009144523,0.1387111472097307,0.1267296704486989,0.8341527516596053,0.5886418830562304,0.6074371859296481,0.7393068012800286,0.3064480633802817,0.12422610358886599,0.7178717933019042,0.38150724380842677,0.7278610449642808,0.18810789130652764,0.5269418375788002,0.6481383448032468,0.13241341807429563,0.8617255677579417,0.06533818739222073,0.12252626118531966,0.1485219212643405,0.42299768761824674,0.4943865276663994,0.6615614493836384,0.15491731940818101,0.07482657724298912,0.6237508714850104,0.5943052602385136,0.08104652306481754,0.17047997112955612,0.28938320699225384,0.6607013141385458,0.5378370350813504,0.5114188575802345,0.5519052904180539,0.24058323207776414,0.3379963321533666,0.5663301308147425,0.5448210456869539,0.44456886898096315,0.6679904045799987,0.23080918250753088,0.5618377352522532,0.13731109167144281,0.8267918807378085,0.640019617459539,0.1228877227860099,0.6418190342240975,0.4889816238377627,0.49088679181003636,0.6714274625475429,0.5126322977125298,0.21863799283154123,0.13571712355979343,0.6427640156453716,0.14584335739107193,0.7726738721804511,0.7811865358855808,0.535064935064935,0.6944749681332689,0.8110164826268579,0.6365450576863112,0.7207698937087044,0.13084112149532712,0.4795918367346938,0.6641791044776115,0.1951203407177523,0.5343085507464936,0.23477488770500365,0.7602048072820368,0.4465474029902342,0.7026154839106249,0.19254541038028652,0.17174318444187903,0.1609930411886402,0.09575846335830564,0.7226510883927951,1
0.31553715406406624,0.7465934065934066,0.18127381600435483,0.2400298969622551,0.6004287245444803,0.5979181064270903,0.549736806586584,0.5732098178284155,0.7929501771210753,0.14411781894687622,0.08615085357426228,0.1690584529226463,0.08961499403160576,0.42548538864223706,0.1516670298539986,0.1922066668471933,0.8327933479846841,0.4153878999759818,0.6244723618090451,0.7858205255329695,0.375550176056338,0.1425479438264459,0.7265046225433173,0.3529750564884144,0.7281972265023113,0.22260102276145594,0.5075448555210086,0.6537850714663843,0.10998198688101146,0.7820919863287011,0.1039471163058057,0.13207106730644533,0.2252582472509164,0.36884591128862726,0.4947874899759423,0.7202091893911093,0.11741435240129755,0.06680474734523457,0.624215663490588,0.5680133123786634,0.09993114979836726,0.1837603753157705,0.22269168634273642,0.5177970019150763,0.5993531566614962,0.4655654248028623,0.5474657787643359,0.27193195625759403,0.33543736938627483,0.5860880421212614,0.622175490681181,0.4914520343411722,0.7202007781159917,0.2127350161005505,0.4259054246402019,0.12017737021507649,0.7688031668491535,0.48840468016534716,0.14937931991030776,0.6171276761994061,0.46540742367669674,0.4772595646100909,0.74454707754405,0.62807272106521,0.22304935208161014,0.16607071911005167,0.6638107655056807,0.23202352312215987,0.762687969924812,0.8907661063820593,0.4341372912801484,0.7298140741066327,0.7117968977688546,0.6594948550046773,0.6237534370254852,0.08687138406764575,0.4532653061224489,0.6504573904670193,0.18108884413483442,0.6290152314884632,0.2982346181970124,0.8366282653012849,0.5125745397977702,0.9422196268863141,0.09683949151170003,0.17192078856229465,0.0949156792677575,0.08449276178674027,0.727102023784686,1
0.22023679814048083,0.8202197802197801,0.17984485574305922,0.27676045058993115,0.6064308681672027,0.6126900483759501,0.5029018760966393,0.5461632307024257,0.8312568188246703,0.19110513704634438,0.1371349594328275,0.23494924746237333,0.16568975039640826,0.40593731363064073,0.13811684066641566,0.1588995098702917,0.8631080499354283,0.4181100050705883,0.5908542713567837,0.7379546581331408,0.3209727112676056,0.17194342376805763,0.7388109961427786,0.35598777191972003,0.706681608068357,0.18710518399679135,0.46692529309410385,0.6513146285512617,0.14641606906161847,0.8247714221273791,0.08430733857060739,0.11194397613798468,0.18622363973913458,0.3871767920958587,0.4691259021651965,0.673888681359731,0.15776564601629875,0.12414110530295558,0.5944689751336277,0.5963021170379958,0.06698141044555915,0.15575604474918803,0.24526738743216933,0.5200422637522287,0.5243721329329064,0.4810872390038982,0.6149463559008509,0.23967193195625744,0.39250223909242066,0.6177875481734788,0.5956209797130135,0.45442329227323636,0.7034692684500171,0.23641840656486962,0.47382571564130904,0.19643449669693225,0.7998820854038575,0.4907868002522245,0.1029150003467487,0.7008907641819034,0.46789662493593975,0.48039382686607834,0.6867965535977641,0.4735831341754865,0.221119382409705,0.11283273738577673,0.6222760290556901,0.18818497727880248,0.7417763157894737,0.795532126344899,0.40805724887357536,0.7135950068128873,0.7108901913798128,0.6111007171811662,0.6991012434850412,0.16217178460169115,0.4522448979591836,0.7526480500722192,0.15170523952590048,0.5542150505202834,0.24887705003656116,0.7977528089887641,0.3967677815227724,0.655284752743031,0.17116946911014538,0.1864843264363733,0.11297097360667041,0.08708387314820029,0.7251547395507337,1
0.24871068497130816,0.8098901098901098,0.17984485574305922,0.28188564411937433,0.5989281886387997,0.628369039391845,0.5917127817519234,0.5452947623084718,0.8285899007313821,0.18900122728069657,0.22743211077269598,0.22969898494924768,0.15731618236562203,0.5026837187727784,0.13609619841914453,0.16101167104443667,0.8621564673629835,0.4166688906087378,0.593718592964824,0.7333573714337221,0.3262544014084507,0.175366185131122,0.740372252494949,0.35439280492667585,0.7088667880655555,0.18269327183395168,0.46624069372735827,0.6513146285512617,0.1442408999762091,0.8183521573934316,0.08555278789040045,0.1096615225003242,0.18869900509354026,0.38398150094597433,0.4717321571772254,0.6783713111692192,0.15349315610412215,0.10178518591577079,0.5974901231698815,0.5933068318387724,0.0682600570473099,0.1525802959220498,0.2413321734808003,0.518853595720795,0.5181677172370548,0.4786664055963972,0.6119866814650388,0.23657351154313472,0.39071096515545645,0.6214785865494219,0.57714827643081,0.4580067189249721,0.8298627209869575,0.2615560403033136,0.4650482365965518,0.19112545624566382,0.7952076139139224,0.48952567785328943,0.10471809334473756,0.6983903734958588,0.4665788125045758,0.5031512962899873,0.6923853139796629,0.4936411744622738,0.221119382409705,0.11489868891537545,0.6258148631029987,0.1909649826249666,0.7414238721804511,0.8185196387676619,0.4235356480254439,0.7232209573205574,0.7108901913798128,0.5993763642033053,0.8113842491894776,0.15380507343124167,0.5865306122448979,0.7349542609532976,0.15121001023473868,0.5614537777107524,0.2431317246422229,0.8002180818280946,0.40126177512747385,0.6724959277130651,0.27772529756281866,0.21010567445164727,0.10833176603347751,0.1036444544584014,0.7251547395507337,1
0.24890438488172195,0.8083516483516483,0.18392759934676092,0.2731301051732422,0.6032154340836013,0.6321268140981339,0.5238223781886895,0.5501333719319287,0.8244683000417548,0.19005318216352046,0.1498809858974688,0.23416170808540449,0.16141388587004935,0.4196872307998144,0.15535173042255188,0.15987435348912782,0.8669143802252078,0.43075978756905375,0.5890452261306531,0.7771668093928875,0.31723151408450706,0.19409070317612126,0.7489132431274108,0.3699880377475522,0.7076901526824486,0.2161836959791437,0.4539179051259377,0.6583730368801834,0.1681677599157122,0.8185256510348896,0.08488216133358881,0.1063415899364544,0.1873661160565526,0.38112255623291985,0.47032878909382525,0.6707134852446768,0.15729092491494578,0.09968109938521222,0.5958633511503602,0.5959693075714155,0.06757155503098258,0.14796102490075785,0.23781119257694378,0.530476127583702,0.5172436553249067,0.47596076825860195,0.6241213466518682,0.26609963547995125,0.39966733484027755,0.6416707376648755,0.5886937159821872,0.4518850317282569,0.698631241558651,0.26758076243897366,0.4714534240075909,0.18292057554824895,0.7953339509812178,0.5018566524206544,0.10374719711505126,0.69901547116737,0.4794640896112454,0.5011072122099955,0.6828378483272527,0.49492147490611127,0.22663358147229115,0.11378625347636076,0.6200409759731793,0.18946805666933977,0.7350798872180452,0.821457892235233,0.3951232441028359,0.7397037492857457,0.7134807810627893,0.5976301839725601,0.7245454918537366,0.1578994214508233,0.4838775510204081,0.7324265767934518,0.14229588299382614,0.5490876187603679,0.2867439674083359,0.7988906272223013,0.39884193241725,0.6704059993238467,0.1962700062076596,0.21312494449871236,0.11171713372202369,0.10420773953697966,0.7307184087905975,1
0.6972954650008474,0.3868681318681318,0.76952912357104,0.7394693289199723,0.12015005359056813,0.19749913614374487,0.0,0.06488699571969148,0.3429818299368288,0.7693588919408569,0.718051751938778,0.6940847042352123,0.6430722086621888,0.27402093963289376,0.7362269458586737,0.8084703078881099,0.1925368738246831,0.22046382535827805,0.18658291457286347,0.40136115743453227,0.8271346830985916,0.768762269089445,0.2663870691238595,0.06153914314828762,0.13803053648970498,0.5982151809886694,0.2289129132555552,0.26869007705428977,0.6972096659076233,0.19186661808844707,0.15319026633454685,0.8630009077940604,0.8826819631551388,0.06718520075677947,0.3610999732691795,0.10921740754576015,0.7051718226652947,0.6946773186047276,0.2445967929351615,0.17006563742257552,0.7549424609029212,0.7554673403103573,0.10457313284453834,0.27913887604833915,0.20530675555262196,0.07388881966571137,0.3543470218275989,0.7477217496962328,0.86134686740308,0.2150844053628616,0.2930273791852229,0.17737961926091828,0.3143709557118955,0.796120286693674,0.25735410406452575,0.546499351452445,0.18226227575170473,0.1516149372941918,0.8306479576504311,0.18377871542428503,0.3523317958854968,0.3204783156747181,0.1879608786773252,0.13524240355069989,0.8393989523021781,0.5697655939610649,0.29530638852672747,0.5048650093557873,0.351993264411028,0.19478892105604284,0.8318579379803869,0.1766955298668189,0.13979469576762404,0.14811350171499849,0.14495013748101937,0.5022103545468037,0.13333819241982448,0.24061145883485707,0.889118161708871,0.1332378223495702,0.7700302935338973,0.09368036789456224,0.12548612911589319,0.2130190244951901,0.8764405819006236,0.847438060563005,0.8385367688546173,0.8769222103306483,0.3656026149245427,0
0.2502602842546185,0.8679120879120878,0.18086554164398466,0.27676045058993115,0.6000000000000001,0.6327747062888733,0.505871237683898,0.5461632307024257,0.825559311989009,0.19285839518438425,0.16016994701952864,0.23022401120056024,0.16194836893584422,0.4307865615267378,0.1341944174805364,0.16019930136207322,0.8631080499354283,0.4142670331723203,0.586934673366834,0.7290305133636812,0.3218529929577465,0.16570191775305787,0.7367905467458521,0.35173452660493554,0.7088667880655555,0.18189110598616265,0.450723108081125,0.6530792306334922,0.14777554973999932,0.8186991446763476,0.08507376892124928,0.13445726883672673,0.18774694149569193,0.38129072945133485,0.4717321571772254,0.674635786327979,0.15491731940818101,0.10086464805865142,0.5974901231698815,0.5943052602385136,0.06845677190911773,0.18708047636232408,0.23801830910070004,0.5168724823350723,0.553018052209498,0.4761031702237491,0.6149463559008509,0.2349331713244227,0.39250223909242066,0.6110568311349943,0.5895596239485406,0.45502053004852566,0.6992359949200717,0.26861950763477715,0.46552269492329545,0.18509245573285876,0.7954602880485134,0.4874238071883977,0.10471809334473756,0.7040162525394593,0.4643824584523026,0.5015160290259939,0.687728013661414,0.4678217821782178,0.22249793217535152,0.1152165276122368,0.6174334140435835,0.18989574979951887,0.7334351503759399,0.8228405997493842,0.41293400477073944,0.716100391191596,0.7115378388005569,0.6652323043342688,0.7027126851889851,0.1584334668446818,0.45673469387755095,0.7356764564275394,0.13998481296840437,0.5542150505202834,0.2420871200250705,0.7992698999668136,0.40126177512747385,0.6373359559885668,0.17473212598850224,0.21365775685995914,0.10858253401040686,0.10454571058412662,0.7265456568606996,1
0.2529720830004116,0.7868131868131868,0.2623162765378333,0.2583951737760931,0.8576634512325831,0.6312197650310987,0.5134296126332839,0.5392154835507952,0.822649946796331,0.1861960142598328,0.1802871695119143,0.3286664333216664,0.16087940280425447,0.4599430123914916,0.37690920977039943,0.1512632348560752,0.8571266737657747,0.6153825625150119,0.5714070351758792,0.8123225312119707,0.37665052816901406,0.23757990637740983,0.7278822016775853,0.5679411634398122,0.7745902787505254,0.145593101373709,0.43292352454573974,0.6417857773072172,0.14505658838323762,0.7399330314543973,0.08344510442613527,0.10509661522500323,0.2898081591850336,0.3792726508303552,0.5282678428227747,0.7161001120657452,0.14162512857029827,0.09100174244665812,0.8133860097606321,0.5918646574835907,0.06727648273827086,0.14622879826777338,0.23553291081562486,0.682757709832926,0.5146034784330549,0.47439434664198366,0.8351461339252682,0.22108140947752114,0.381242802917217,0.5893448406882701,0.690582220023091,0.5259425158641285,0.7651541113149354,0.2661265191648488,0.45745690336865363,0.16892401435854126,0.7445464499284089,0.6634204441953339,0.15728518920918197,0.6899515549304579,0.6430192547038583,0.4993356726740026,0.730342311573391,0.546346876066917,0.23435346015991176,0.11330949543106875,0.5930340845595083,0.37273456295108265,0.7702067669172933,0.8193838309640064,0.4809965544659422,0.7087161003911916,0.7068747773711991,0.4906142812597444,0.6979521483974227,0.157543391188251,0.4618367346938775,0.7241213288396723,0.12710885139819736,0.5258633690242798,0.3731849994776977,0.687005167591144,0.5364272750842624,0.6742170452100685,0.17003589646703182,0.18239943166681466,0.10870791799887153,0.10082802906551006,0.7176437860769177,1
