TYR,GTPBP4,DDX11,HAMP,PAGE5,GSS,SLC16A3,NOTUM,PAQR4,CPSF3,GALNT2,NCF2,CENPJ,MMP7,PDGFD,TLX2,HIST1H2BG,NFIB,ZIC2,ADORA3,IRF9,KIAA1524,NR2E1,SPARCL1,MT1M,NT5DC2,CKS2,THBS1,INTS1,LEAP2,TRIM21,MYH1,MYH11,DUSP1,CDH5,TXNIP,GPRASP2,MRPS24,DPT,GCNT3,LEF1,FAM49A,LRRC20,SERPINE1,PI16,MTHFD2,PLCG1,ST3GAL4,GLYAT,SMYD3,DPPA2,CBX7,KCNG3,SV2B,PRAMEF8,BDKRB2,METTL2A,IARS,SEMA3G,GIMAP4,CKAP5,DBF4,UBE2C,RAD51,ZBTB25,GZMH,CAMKV,GIMAP8,NUSAP1,DTL,CRLF1,RSPO1,LMBRD1,SCGB3A1,YPEL5,AGXT,PFDN6,FST,ACTL8,INTS8,NKAPL,CSTF1,MGP,DNASE1L3,CD36,NMNAT3,GRAMD3,EIF2AK1,TNNT1,PLA2G5,label
0.8616978593849568,0.6149463559008509,0.45510227229762934,0.5897573162027123,0.7628919218000737,0.38911986882941973,0.679953020626881,0.6169502445309986,0.6141326777799712,0.62178904296431,0.4525241066364151,0.07888739011116795,0.4735831341754865,0.0896411848661642,0.14438977171896428,0.5056415988078129,0.6199455411844795,0.19247185712731102,0.5645956446504946,0.16438604440416854,0.2441340397715544,0.7060736389384245,0.43350174893120874,0.10590862132169163,0.21589725789656367,0.7772730498970827,0.7580265095729013,0.26736598158199676,0.4967091609842869,0.7720161994758995,0.39732329569217906,0.14511527488626724,0.13811684066641566,0.1348820326678766,0.18287394340316063,0.14277334897485794,0.40805724887357536,0.38249306691317647,0.05964729716265737,0.7100278301463326,0.8286911292183698,0.15482041587901701,0.5474854344640238,0.5517668087446721,0.1340815121086828,0.7831193063330041,0.610562422378615,0.6018437948307894,0.12288914897174381,0.5393682469110272,0.733447488584475,0.21517658421870428,0.8002924134943413,0.17848926984527158,0.7193140387991178,0.2175600892045922,0.5150952159777055,0.6083199237141665,0.20465655812411962,0.11999462510077935,0.5427346971779732,0.48997297681695345,0.559492267996606,0.8750494026084579,0.5675926355330887,0.15262840918867762,0.8193712520443396,0.13819607438549436,0.8864509712322368,0.6980679909081926,0.6465270349539354,0.1793617801687247,0.5114696108907707,0.13962283178701082,0.20463751475137945,0.7997900214543299,0.6642029784886928,0.5652372262773722,0.776230128690386,0.2709817893903405,0.11919660438454464,0.43030334700702816,0.13051256628012242,0.1530152344768503,0.10529276949935049,0.2793974449295712,0.27390492007473527,0.43251916562667087,0.7417763157894737,0.1907548273844353,1
0.8608718227089284,0.4589715131335552,0.5385836893644371,0.577266238401142,0.7658428624123939,0.4863266381682966,0.6721720619540482,0.6076375669897798,0.5887598916183676,0.6121277563082518,0.45978445830969933,0.09042281036327271,0.6568794810515534,0.09224528632596338,0.14858433491973866,0.40111235297248377,0.6115724982981623,0.132546582348887,0.6881386920891965,0.07920253738106026,0.2548682309227276,0.7117381726633798,0.35872522347454333,0.07196654114040059,0.2015503875968992,0.6680388955923059,0.7807069219440353,0.25370494602671223,0.7099318114438185,0.6579051854204719,0.369301547469678,0.19631428791734135,0.12801362943005995,0.13604355716878405,0.17072154845032467,0.1543445223558268,0.41229790617545714,0.5028087890208349,0.06788367227197753,0.7008708142562169,0.7770321847650493,0.15671077504725897,0.4460449655073807,0.4818944289589141,0.12536916715888954,0.6753375041159039,0.6596487077887516,0.6919169351614496,0.11837485370339405,0.5476399731168898,0.7385844748858448,0.1859488514676859,0.6924243244706775,0.23010745911196562,0.7810685511095108,0.21607334599818268,0.5080618406210603,0.6450324810775374,0.11964537244179302,0.03937113679118516,0.5340017789277913,0.5555397525245341,0.7084697040538903,0.8648344632596603,0.5659231090293555,0.1593392411597694,0.726149373069235,0.04534316886332568,0.8771681309242152,0.7064927364364069,0.6368655325903179,0.24226678078004635,0.524761496409047,0.1408329971762807,0.0775683347686027,0.9276943442735199,0.6511858797573084,0.49239659367396593,0.8281604844814534,0.42498020585906576,0.23563645910821324,0.6229718078018445,0.17663922058886924,0.07866800759861436,0.15869207284280545,0.28618224733117587,0.19435333194934604,0.6729363522909606,0.7257988721804511,0.25765554905402765,1
0.8595737650751695,0.6146503884572697,0.44527203296911033,0.5885082084225552,0.7637772039837698,0.3830298061720443,0.6798062100858842,0.6167745336339945,0.6068474223474315,0.6240622868833825,0.4552467385138967,0.0811200520954463,0.46632809832707406,0.08783834539399553,0.1414858433491974,0.5073447229762094,0.6179033356024509,0.21837176402307057,0.5600248130856378,0.16656094245582237,0.2444092754420973,0.6941151788524074,0.4319471434123591,0.12398773619488788,0.20826102047900033,0.7721626801050464,0.780559646539028,0.2544367872171739,0.4682478505781203,0.7739220201699358,0.3897950648264325,0.14496106099159534,0.1346698627151884,0.13604355716878405,0.17640573318632857,0.14501293091956158,0.4093294460641399,0.3622982293962882,0.061241434280590305,0.7005117155938594,0.8562070618309633,0.1563327032136106,0.5472709725846228,0.5428921415446921,0.13260484347312462,0.7848754253100647,0.6074871370276186,0.5976105924131605,0.12063200133756893,0.5424701442382257,0.7226027397260274,0.21139713601814156,0.8020252342015488,0.14388806605111407,0.7214745465184319,0.21780787973899376,0.5149625107822972,0.6447940878479052,0.2006794266302096,0.11045417898414404,0.5383682380528823,0.47987483999431085,0.556340589121513,0.8653816921533458,0.5678708899503776,0.152800481803321,0.8150099945484282,0.12720848056537107,0.8776654259407164,0.6996985868168792,0.6447327559435493,0.18156253820760476,0.5093257583878229,0.1408329971762807,0.20667878671897427,0.7923951248459399,0.6619966905681192,0.5652372262773722,0.7780469341408024,0.3188836104513064,0.11788386645079414,0.4262273665508319,0.1238306677587619,0.14943941594964055,0.09706858178267955,0.26507397319285025,0.27523354785135973,0.4004278837582451,0.7356672932330828,0.19309537741369218,1
0.8615798541455242,0.6312245652978172,0.4466331430299822,0.6124197002141327,0.750793065289561,0.40996662177197407,0.5763047786831095,0.49289835124608344,0.6477955821923955,0.6254830643328029,0.7939875212705614,0.2204753709474859,0.46995561625128024,0.08954102711771038,0.14422844236508833,0.5084091755814572,0.4608577263444523,0.22361945757711335,0.6544451336968233,0.028636157680108743,0.24881304617078373,0.698940522395888,0.5387485425573261,0.12398773619488788,0.04234640749739674,0.622258499538647,0.7873343151693667,0.07928279563334759,0.4708568040320189,0.5852457714603354,0.4035968214136345,0.03654869303724266,0.15404425602725877,0.14867513611615246,0.035673159377679786,0.2933852347561786,0.39067055393586003,0.3654270070397498,0.16074215939157108,0.5706975491516294,0.8485736095577923,0.15727788279773156,0.7209850948993815,0.5406422259165282,0.019049025398700528,0.7859729996707276,0.6210893606954877,0.6016086169186989,0.12477010533355623,0.7345292870805977,0.726978691019787,0.03905429807248148,0.8031082471435534,0.16090505152365056,0.5967052257280462,0.031221607334599805,0.5287638511047708,0.6557601764109899,0.08401690280884912,0.10736361193227627,0.546373413115549,0.4773147489688522,0.5702807072228862,0.7344115769312621,0.3583453137318549,0.15555364363761506,0.6870797746683628,0.12364911918702128,0.7586461519914404,0.801474948117403,0.6640557606707843,0.35047071769164917,0.6589666630935791,0.15399354578459049,0.20795458169872102,1.0,0.4923331494760067,0.5659975669099756,0.6731264193792581,0.2761282660332542,0.016934319345381338,0.44425574164554615,0.20638444626460317,0.15405818154728648,0.10065942430685981,0.27085361968310606,0.14369939796553868,0.40336958459618416,0.7514097744360902,0.05792861322410767,1
0.895211347383824,0.38557158712541617,0.560361450338387,0.5248037116345468,0.7236444116562154,0.5369210048603386,0.6852382001027674,0.6232758368231472,0.551831183046529,0.6186633325755853,0.46091888825864996,0.08688776222149867,0.4644076476613178,0.09434859904349349,0.15197225135113335,0.5032998030762679,0.7036759700476516,0.23783901430419702,0.6297626432465964,0.09750792931581331,0.06550608958921075,0.7014580929403126,0.493509521958803,0.07849835038491021,0.15850977669790578,0.7725885442543827,0.7852724594992636,0.25590046959809726,0.4008894159501927,0.6171682680854446,0.49686323713927233,0.0882103477523325,0.10863923611798959,0.037168784029038116,0.13426436359181676,0.07390620417522058,0.35165650675854754,0.28151887932873504,0.06655522467370009,0.7015890115809318,0.7869734249347605,0.15500945179584122,0.5552060621224574,0.5073934727447721,0.1946249261665682,0.7807046427395455,0.6851972322431842,0.6128971566990428,0.15273365657916732,0.5489324303365559,0.729261796042618,0.11741485743081521,0.8007256186711432,0.14502253174928317,0.6568393572489536,0.05525728917155359,0.5198726030124079,0.6524226711961381,0.2010108542547021,0.07081429723192689,0.6004689900541761,0.4394822927037405,0.6359810899267495,0.866476149940717,0.3853359922088757,0.04095328228512432,0.8153734326730875,0.08155580201697146,0.8786600159737187,0.7013291827255659,0.5957351368137745,0.11627338305416304,0.5942223175045557,0.03887656313029446,0.20514783274327816,0.7885607340119598,0.7546607832322119,0.46441605839416056,0.7236941710825132,0.26543942992874114,0.1730188596683148,0.5289107203511612,0.0,0.14973740082690803,0.06417183091599579,0.2738690874171526,0.1659539132239983,0.32447851666963745,0.8235432330827068,0.12307392237175735,1
0.8607538174694958,0.6125786163522012,0.43513932473817535,0.582441113490364,0.7623017336776097,0.4048134918311179,0.6840637157747926,0.6218701496471142,0.6078522851657129,0.6408274607865423,0.45547362450368684,0.08130610726080283,0.5013229771252987,0.08813881863935698,0.1419698314108252,0.5199052637181328,0.6103471749489451,0.21583255746466276,0.5815730190342486,0.171273221567739,0.2446845111126402,0.7140459456624357,0.42619510299261565,0.12398773619488788,0.21011222954992476,0.76471005749166,0.7783505154639175,0.25272915777276334,0.4848502816483842,0.7512903994282539,0.3751568381430364,0.14943326393708073,0.13514530794984045,0.12225045372050819,0.17797378414798484,0.1498653584664195,0.40720911741319904,0.3822086325819527,0.06137427904041805,0.6992548702756082,0.8562070618309633,0.16748582230623818,0.5457697394288162,0.5633913728235191,0.12714116952155935,0.7978268027658874,0.6184871961677214,0.598316126149432,0.12188597224544387,0.5427286356821589,0.7406773211567732,0.20031075462982423,0.8148047869172037,0.14256452273658346,0.7207543772786605,0.2190468324110017,0.5188109614491407,0.6412181894034209,0.19487944320159084,0.13249126578876647,0.5407940486779328,0.5032001137818233,0.5676139020208844,0.8641048247347461,0.5681491443676664,0.15297255441796437,0.8086498273668908,0.1525882747414305,0.8765050709022137,0.6998344698092698,0.6408681549981022,0.18082895219464473,0.5013935041269161,0.12646228317870103,0.22173316747998598,0.7932167800246498,0.6538334252619967,0.5513990267639902,0.7774413323239969,0.2911718131433096,0.11302673609591733,0.4408068351056878,0.11725654179419752,0.1431817335270235,0.1160652970718913,0.2889464260873852,0.25945609300394434,0.4191477981814935,0.7316729323308271,0.19231519407060657,1
0.9054778032144628,0.6978172401035886,0.46054671254111684,0.47626695217701637,0.7811877535964589,0.4860924049891668,0.6359098583278279,0.5642369754297598,0.6018231082560249,0.7064673789497613,0.4768009075439591,0.09879529280431648,0.6342608398770911,0.12679970954252945,0.20424296200693717,0.569082974080579,0.6330156569094625,0.10698523632758183,0.6693329850794998,0.1661984594472134,0.21963806509323608,0.6479597188712892,0.4434512242518461,0.09762722031525979,0.19321994677773918,0.7240400312300375,0.7767304860088365,0.1812526681710069,0.4450044470797509,0.7517668546017631,0.3981597657883731,0.12152054900146503,0.19921155331920193,0.12254083484573505,0.05096165625382826,0.14463966726211097,0.43434932414524247,0.5184526772381428,0.07386168646422604,0.7085914354969027,0.798512364417461,0.2111531190926276,0.607534760696286,0.5225179055785408,0.14353219137625517,0.848534738228515,0.9318114613519428,0.6890948002163636,0.16941146965390397,0.33593548053559424,0.6807458143074582,0.16730357367824314,0.8648399848378189,0.5252576182522929,0.7211144618985462,0.21954241347980488,0.48417490544754826,0.6385958638774658,0.16322810506255694,0.19349637194302605,0.6327322713673482,0.45669179348599054,0.7264100299582663,0.8106588027847872,0.7940917312062328,0.13731394648541684,0.77394148646193,0.2228469732532048,0.827935924290601,0.7126074710939817,0.6266519443773507,0.18119574520112475,0.5251902669096365,0.1267648245260185,0.28067489554428604,0.7677454694846398,0.6783232211803641,0.6630170316301702,0.7777441332323997,0.574228028503563,0.12759812716054778,0.6710997308807773,0.13439237832478337,0.11576712481841547,0.07818770012328007,0.20979039806866412,0.25978824994810046,0.5788019254769117,0.665296052631579,0.19270528574214937,1
0.9289608458615564,0.6702922678505364,0.4458769707739423,0.637937187723055,0.7831058649944669,0.673244715113896,0.6297438156059605,0.5568571177555864,0.6528198962838021,0.6232098204137303,0.45479296653431645,0.14158798083631796,0.6585865483100034,0.1467311014848386,0.23634750342824878,0.5050029272446643,0.8576582709326073,0.10444602976917404,0.6778216722713768,0.10747621205256003,0.2435835684304686,0.6840448966747089,0.48293820443062574,0.08759622754690574,0.25153303251185927,0.7536375896089146,0.7786450662739323,0.3232298591205709,0.6093685146753631,0.6922099579131266,0.6382266833960686,0.08882720333102012,0.15642148220051894,0.08072595281306717,0.2148229817469068,0.13586797131202166,0.43434932414524247,0.5363720401052408,0.10468167074426282,0.7511446269862645,0.7972697093962471,0.155765595463138,0.6017442899524607,0.7106358511555817,0.305965741287655,0.7824607617166063,0.8000473120823232,0.7358952047223724,0.1951178732653402,0.537817298247428,0.7134703196347032,0.1189266367110403,0.801375426436346,0.19720795386506174,0.7781878741504255,0.21285206905096207,0.4697100391480326,0.6416949758626854,0.18626232496478579,0.11179790378930395,0.6824613891808843,0.6667614848527947,0.7300465825064506,0.916821208159791,0.5623058016046001,0.15228426395939088,0.7992004361257496,0.12875602899074054,0.9244111574918248,0.6994268208320982,0.5993236948345468,0.12085829563516316,0.7522242469718082,0.08501411859620811,0.2059133097311262,0.7841785730588399,0.921014892443464,0.5672141119221411,0.8257380772142316,0.31532066508313544,0.27199929987310184,0.6508765970788805,0.12404621287235418,0.13647707378850524,0.3224808253973507,0.24949405656694326,0.16861116877724722,0.5699768229630946,0.7657424812030076,0.2545348156816852,1
0.8580396969625452,0.6229374768775434,0.44844795644447805,0.5974304068522484,0.7780892659535227,0.38630907067986187,0.6852382001027674,0.6232758368231472,0.633727502736457,0.6260513753125709,0.45479296653431645,0.07925950044188101,0.5992659610788664,0.08653629466409593,0.1393885617488102,0.5056415988078129,0.6197413206262766,0.3236641959783806,0.6437363283163016,0.1647485274127775,0.2433083327599257,0.8325815587957621,0.42837155071900507,0.12748691971873233,0.2115006363531181,0.8047412875292781,0.7826215022091311,0.27566018174056234,0.4715683367921731,0.7698721511951085,0.38770388958594737,0.150666975094456,0.1358584758018185,0.13357531760435573,0.17993384785005515,0.14314661263230855,0.4298966339782666,0.3662803100334211,0.05991298668231285,0.7161325074064099,0.8515914860378831,0.15482041587901701,0.5492011294992312,0.543517118108071,0.13393384524512697,0.7831193063330041,0.6091430599089244,0.594553279555984,0.12000501588363147,0.5419531613503593,0.8481735159817352,0.21971192205937953,0.8002924134943413,0.160337818674566,0.72579556195706,0.22375485256463182,0.5198726030124079,0.648131593062757,0.22603363990388597,0.111126041386724,0.537155332740357,0.4805859763902716,0.5580376469773323,0.8812513300702278,0.5667578722812221,0.1521121913447475,0.8428130110848628,0.1279822547780558,0.8920869814192498,0.6994268208320982,0.6554984300058659,0.18596405428536486,0.504394897631043,0.13826139572408225,0.20463751475137945,0.7967772857990598,0.6639823496966355,0.5638686131386861,0.7816805450416351,0.4004354711005543,0.1190653305911696,0.4284221252580145,0.12577057378109238,0.17223525906060266,0.09764774993174088,0.4309246985654087,0.27241021382603275,0.4041718666428948,0.7415413533834587,0.19777647747220595,1
0.8593377545963042,0.6131705512393636,0.44693561193239817,0.5894004282655246,0.7658428624123939,0.3818586402763952,0.6793657784628936,0.6162474009429821,0.661110014534623,0.6240622868833825,0.4545660805445263,0.08056188659937671,0.46632809832707406,0.0876380298970879,0.1411631846414455,0.5073447229762094,0.6174948944860452,0.21820248358584338,0.5605471938359071,0.1660172179429089,0.24165691873666828,0.7016678904856813,0.43101438010104937,0.12433765454727233,0.2589378687955571,0.7728014763290509,0.7804123711340206,0.2554125754711228,0.4675363178179661,0.774398475343445,0.3889585947302384,0.1414141414141414,0.16022504407773522,0.13633393829401091,0.2208991792233248,0.14445303543338567,0.41229790617545714,0.36258266372751197,0.06084290000110707,0.7012299129185744,0.8567396282686264,0.1563327032136106,0.5468420488258209,0.5430171368573679,0.132309509746013,0.7848754253100647,0.6068957359985807,0.5971402365889795,0.12038120715599394,0.5416946699064261,0.7294520547945206,0.2126569520849958,0.8020252342015488,0.14464437651656012,0.7209344195886034,0.21879904187660013,0.5145643951960719,0.6445556946182728,0.20117656806694836,0.11058855146466004,0.5378830759278721,0.480017067273503,0.5557344970301489,0.86611133067826,0.5684273987849553,0.1510797556568872,0.8155551517354171,0.127363235407908,0.878328485962718,0.6992909378397076,0.6459749491045857,0.18101234869788474,0.5080394468860542,0.14113553852359817,0.20667878671897427,0.7910256995480899,0.6615554329840044,0.566757907542579,0.7775927327781983,0.3190815518606493,0.11762131886404405,0.4254435241554095,0.12469284821313101,0.14988639326554176,0.09718441541249181,0.2741203763949898,0.27556570479551584,0.3996256017115345,0.7362546992481204,0.19251023990637797,1
