ALG3,CD59,FMO1,ESCO2,NTRK1,BLM,APOM,PCSK9,BLMH,TIMM8A,label
0.575467716978478,0.17613259668508285,0.22150815841088345,0.7894805619078734,0.7304206367650476,0.539265027062957,0.6200903453028098,0.8488000703255487,0.628713617855527,0.7309708295350953,1
0.5720917147278097,0.19292817679558008,0.12736301798606187,0.7638680169879126,0.5986521031838252,0.5362263792612287,0.6194778347752852,0.7577284847774489,0.5518021414567937,0.7511394712853232,1
0.5709663806442538,0.19138121546961323,0.1323707382214247,0.7629532832407712,0.606321171275854,0.5371126515367328,0.6184059413521169,0.8714800597767164,0.5527069823556024,0.7562670920692794,1
0.5861583907722605,0.09193370165745854,0.10165672077786589,0.7670042469781119,0.5635603067627237,0.5378723134871649,0.5393920833014317,0.846338676121546,0.5475795505956869,0.7224247948951682,1
0.11050780700520463,0.6063535911602209,0.8454700997370947,0.25416530545573357,0.171508250058099,0.06428639255531293,0.09080468570553546,0.1740264306853807,0.1198914190921429,0.36218094804010975,0
0.7709945139963426,0.20044198895027623,0.33234569962024796,0.8143090493302844,0.9126191029514292,0.5350868863355807,0.574152055738458,0.8997860931227474,0.5647715276730507,0.7480628988149495,1
0.6092277394851596,0.1540331491712707,0.1400492425823144,0.6922574322116957,0.6170113874041366,0.4692495172981357,0.6067682413291478,0.8600521581152752,0.566581209470668,0.705332725615314,1
0.5999437332958222,0.20353591160220993,0.13854692651170555,0.7805945769356422,0.6149198233790378,0.52622416358054,0.6346374703315213,0.8730623846221467,0.5798522093198611,0.7525068368277116,1
0.7324518216345477,0.1292817679558011,0.1417184826607687,0.7430904933028424,0.71136416453637,0.5116639761972589,0.6994104586172575,0.8737656401090046,0.628713617855527,0.7634457611668183,1
0.578281052187368,0.1869613259668508,0.10082210073863875,0.6689970597843844,0.5623983267487799,1.0,0.6156496439782558,0.8711284320332874,0.5472779369627506,0.7408842297174107,1
0.5006330004220002,0.2044198895027624,0.13854692651170555,0.7217902646194057,0.6149198233790378,0.5688918431298072,0.6138121123956818,0.8211972924663755,0.7520735937264363,0.7480628988149495,1
0.5822197214798143,0.1920441988950276,0.14572465884905897,0.7617771969944465,0.6249128514989543,0.5338207830848606,0.6165684097695429,0.8326251941278167,0.6597798220479565,0.7477210574293524,1
0.4452102968068645,0.19138121546961323,0.12552685389976215,0.817314603070892,0.5967929351615152,0.5376190928370209,0.6177934308245923,0.8714800597767164,0.5566279595837731,0.7579762989972649,1
0.6002250668167112,0.27845303867403315,0.14205233067645956,0.7242731133616467,0.6244480594933767,0.5182477131010034,0.6324936834851849,0.8277024057198112,0.5668828231036042,0.7723336371923424,1
0.6595864397242931,0.19138121546961323,0.1322038142135793,0.8046390068605033,0.6060887752730653,0.5366062102364448,0.6337187045402343,0.8785126146452955,0.637460413210677,0.7531905195989057,1
0.578281052187368,0.1993370165745856,0.16325167967282897,0.7659588369813788,0.7652800371833605,0.5291362010571963,0.6213153663578592,0.8755237788261494,0.49540039209772274,0.7989972652689149,1
0.5552117034744689,0.28309392265193367,0.12619454993114387,0.7675269519764785,0.5977225191726703,0.5179944924508594,0.6292780032156802,0.8721833152635743,0.5508973005579851,0.7555834092980853,1
0.5805317203544802,0.4353591160220994,0.12669532195468014,0.6867690297288469,0.5984197071810364,0.6114329123540024,0.679503866472705,0.955870718199666,0.3617855527069823,0.717297174111212,1
0.6753411168940778,0.27071823204419887,0.12369068981346243,0.8105194380921269,0.5942365791308389,0.5348336656854367,0.672459995406171,0.8695461071878571,0.5533102096214748,0.8007064721969003,1
0.5394570263046842,0.11116022099447512,0.1811125485122898,0.7376020908199936,0.6741808040901697,0.5191339853765075,0.6182528137202358,0.9310809622879246,0.6709395264665962,0.7808796718322695,1
0.5740610493740329,0.19138121546961323,0.12686224596252557,0.7071545246651423,0.5986521031838252,0.5897825467666888,0.6205497281984533,0.8753479649544349,0.6658120947066807,0.7371239744758428,1
0.5749050499366999,0.18939226519337016,0.12569377790760758,0.8350865730153546,0.597025331164304,0.5358465482860127,0.6191715795115228,0.8662056436252821,0.5487860051274317,0.7234503190519594,1
0.21074694049796028,0.6525506445672198,0.7648458039477528,0.19379287814439738,0.46184832287551314,0.11714620327287695,0.20438710665339554,0.20066223225012414,0.17919619966822498,0.2930720145852315,0
0.5678717119144746,0.18850828729281766,0.12552685389976215,0.775236850702385,0.5967929351615152,0.5421770645396132,0.6165684097695429,0.8714800597767164,0.5578344141155179,0.7620783956244299,1
0.534393022928682,0.260110497237569,0.127029169970371,0.7168245671349234,0.598884499186614,0.5359731586110847,0.6222341321491462,0.8832595891815864,0.5475795505956869,0.7350729261622603,1
0.576311717541145,0.19049723756906076,0.12552685389976215,0.8482848742241099,0.5967929351615152,0.5354667173107968,0.6191715795115228,0.8714800597767164,0.5508973005579851,0.7569507748404737,1
0.5737797158531438,0.190939226519337,0.1265283979468347,0.763345311989546,0.5981873111782477,0.5358465482860127,0.6188653242477604,0.8662056436252821,0.5445634142663247,0.7566089334548766,1
0.16474890983260654,0.5678360957642719,0.6194549931143847,0.06902972884678227,0.3169881478038578,0.024309182413825958,0.05864788301048918,0.3078500893720517,0.09640325742723571,0.40143573381950703,0
0.5718103812069207,0.19182320441988948,0.12602762592329844,0.763345311989546,0.5974901231698815,0.5371126515367328,0.6148840058188499,0.8711284320332874,0.5542150505202834,0.762762078395624,1
0.5878463918975946,0.21127071823204419,0.12552685389976215,0.7696177719699446,0.5967929351615152,0.5305289146329883,0.6185590689839982,0.8714800597767164,0.5533102096214748,0.7596855059252503,1
0.6837811225207483,0.14232044198895025,0.15073237908442183,0.7079385821626921,0.6318847315826168,0.5087519387206026,0.5799709057499425,0.8881823775895918,0.7276428894586034,0.8953965360072924,1
0.5723730482486988,0.190939226519337,0.12552685389976215,0.7692257432211698,0.5967929351615152,0.5371126515367328,0.6170277926651864,0.8714800597767164,0.5629618458754335,0.762762078395624,1
0.5467716978477986,0.18165745856353588,0.12085298168009015,0.7356419470761191,0.5902858470834301,0.5196404266767956,0.6393844269198377,0.8714800597767164,0.5355150052782385,0.7866909753874199,1
0.5099170066113377,0.20176795580110496,0.12719609397821643,0.6991832734400525,0.7606321171275854,0.5084987180704587,0.6252966847867697,0.87868842851701,0.5424521188357713,0.7528486782133087,1
0.5794063862709241,0.004640883977900551,0.1286984100488253,0.6520091473374716,0.6012084592145015,0.5958598423701453,0.6216216216216216,1.0,0.5490876187603679,0.6817456700091153,1
0.77746518497679,0.19447513812154693,0.12719609397821643,0.7108134596537081,0.5972577271670927,0.538631975437597,0.6210091110940968,0.8046707885252146,0.5530085959885386,0.6861896080218775,1
0.5870023913349275,0.1911602209944751,0.12602762592329844,0.7624305782424046,0.5974901231698815,0.5374924825119488,0.6168746650333052,0.8720075013918598,0.5539134368873472,0.7631039197812212,1
0.0974820649880433,0.6114272559852663,0.6544673037599633,0.1851355766089514,0.04415524052986286,0.1355680055708543,0.14428451114003515,0.16775573592756365,0.25309153973759607,0.4122607110300824,0
0.22861161907441263,0.5125322283609569,0.7460251220631808,0.45220516171185904,0.3074986443566512,0.09730003481783944,0.09298675445984228,0.17742549887186,0.3620871663399185,0.2069849589790339,0
0.8278238852159234,0.19668508287292816,0.15657471935901182,0.775236850702385,0.6400185916802231,0.5283765391067642,0.6554628282673608,0.9041814399156094,0.48997134670487097,0.7538742023700999,1
0.16829371219580808,0.5998802946592994,0.8980511622084048,0.2665468801045411,0.47745758772949104,0.13186465356249805,0.11107495597580586,0.16125062267412804,0.2069069521942391,0.28845715587967097,0
0.17808411872274577,0.5112523020257833,0.7617994408045737,0.2651747794838289,0.04942288325974198,0.10344063558383193,0.1487252124645892,0.171565036481378,0.1610616799879354,0.35591385597082764,0
0.5718103812069207,0.19226519337016573,0.12619454993114387,0.6527932048350213,0.5977225191726703,0.5372392618618048,0.6162621545057805,0.8721833152635743,0.559342482280199,0.7719917958067453,1
0.17017864678576444,0.384843462246777,0.72816425322372,0.09447892845475347,0.16279339995352082,0.31256924002152375,0.23143327463440777,0.31892636329006385,0.22066807419695367,0.4719690063810384,0
0.5695597130398087,0.1920441988950276,0.12535992989191672,0.8122182293368182,0.5965605391587264,0.5377457031620929,0.6196309624071663,0.8713042459050019,0.5584376413813904,0.7675478577939833,1
0.5841890561260373,0.2954696132596685,0.12152067771147186,0.8225416530545575,0.5912154310945852,0.5325546798341405,0.614118367659444,0.8672605268555689,0.5533102096214748,0.7986554238833178,1
0.5740610493740329,0.1889502762430939,0.127029169970371,0.7615158444952632,0.598884499186614,0.5372392618618048,0.5061633871832172,0.8698977349312861,0.5508973005579851,0.7675478577939833,1
0.6826557884371922,0.15138121546961325,0.2064849977047949,0.8859196341065013,0.70950499651406,0.5098914316462507,0.622846642676671,0.8693702933161427,0.5340069371135574,0.6817456700091153,1
0.4702489801659867,0.15779005524861878,0.12619454993114387,0.6918654034629208,0.5977225191726703,0.5509131769695819,0.6808820151596355,0.8553051835789843,0.5994570954607148,0.7566089334548766,1
0.595161063440709,0.3838674033149171,0.12552685389976215,0.763737340738321,0.5967929351615152,0.5181211027759314,0.6346374703315213,0.8714800597767164,0.5873925501432664,0.7531905195989057,1
0.5411450274300182,0.17834254143646408,0.25572758001919627,0.6552760535772625,0.7780618173367417,0.5084987180704587,0.6652629967077559,0.7965833504263486,0.6742572764288945,0.8242935278030991,1
0.14477422984948657,0.6530478821362806,0.5922881108375413,0.20738320810192767,0.1040359439150988,0.02671477859019411,0.07853533420105652,0.18486828610777406,0.15755542150505197,0.21581586144029075,0
0.5844703896469264,0.11513812154696132,0.13020072611943415,0.7930088206468476,0.6033000232396003,0.5364795999113728,0.6214684939897404,0.8714800597767164,0.6564620720856582,0.6920009115770278,1
0.575749050499367,0.19138121546961323,0.12552685389976215,0.7817706631819669,0.5967929351615152,0.5372392618618048,0.6182528137202358,0.8714800597767164,0.5524053687226662,0.7569507748404737,1
0.5715290476860317,0.2002209944751381,0.13854692651170555,0.7683110094740283,0.593306995119684,0.5315417972335644,0.6049307097465737,0.8688428517009992,0.5756296184587543,0.6865314494074745,1
0.1995779997186664,0.6319521178637193,0.7435212619454994,0.2525971904606339,0.13846928499496397,0.1283512170417498,0.13101983002832862,0.2113575761127543,0.1242648167697179,0.4154512306289874,0
0.8877479251652834,0.16044198895027623,0.24270750740725286,0.7304148970924537,0.7524982570299791,0.49267242743645745,0.6266748334737002,0.85003076742755,0.6495249585281254,0.7531905195989057,1
0.5726543817695878,0.1900552486187845,0.12552685389976215,0.8069911793531528,0.5967929351615152,0.5368594308865888,0.6184059413521169,0.8714800597767164,0.5530085959885386,0.7692570647219686,1
0.495568997045998,0.2877348066298342,0.12886533405667072,0.697876510944136,0.6014408552172903,0.6348558224923243,0.6929790980782482,0.7995721862454948,0.7068315487860051,0.766864175022789,1
0.5751863834575889,0.17546961325966848,0.125860701915453,0.7983665468801047,0.5972577271670927,0.5321748488589244,0.613199601868157,0.8718316875201454,0.5400392097722816,0.7572926162260707,1
0.6247010831340554,0.26033149171270714,0.10649751700538332,0.773799411956877,0.5816871949802463,0.5206533092773716,0.6618941888063701,0.8792158701321534,0.4966068466294676,0.7545578851412941,1
0.5715290476860317,0.20044198895027623,0.13604306639402414,0.7625612544919963,0.6114338833372066,0.5354667173107968,0.6182528137202358,0.8825563336947285,0.5515005278238576,0.7678896991795803,1
0.616823744549163,0.20198895027624308,0.12886533405667072,0.7922247631492978,0.6014408552172903,0.5277434874814041,0.6073807518566725,0.874996337211006,0.5397375961393455,0.7569507748404737,1
0.577437051624701,0.19182320441988948,0.12769686600175273,0.8736360666448875,0.599814083197769,0.5373658721868768,0.6173340479289487,0.8727107568787177,0.5726134821293922,0.7685733819507745,1
0.576593051062034,0.1911602209944751,0.12602762592329844,0.7630839594903628,0.5956309551475715,0.6653689108346785,0.6199372176709287,0.8704251765464295,0.5566279595837731,0.7497721057429348,1
0.6671824447882965,0.2461878453038674,0.2293535867796186,0.7616465207448548,0.7413432488961189,0.5973791662710094,0.6151902610826123,0.8639200632929939,0.42904539285175686,0.7323381950774837,1
0.5870023913349275,0.20176795580110496,0.1323707382214247,0.7730153544593272,0.606321171275854,0.5353401069857247,0.6182528137202358,0.8690186655727137,0.5454682551651334,0.7596855059252503,1
0.9895906597271065,0.12640883977900552,0.22501356257563745,0.7207448546226725,0.7346037648152451,0.5424302851897572,0.7090574994257713,0.8778093591584376,0.5478811642286231,0.7675478577939833,1
0.12620621747081162,0.4728545119705348,0.898551934231941,0.0,0.31326981175923774,0.027157914727946153,0.12543067146466574,0.22823570779734426,0.1568013874227115,0.3620670009115751,0
0.20860880573920376,0.631049723756906,0.9047698535241832,0.13554393988892532,0.24994190099930286,0.03323521033140264,0.12123880254191866,0.06467020247897504,0.07857035137988233,0.3181403828623499,0
0.6325784217189477,0.27359116022099444,0.15073237908442183,0.7176086246324732,0.6318847315826168,0.5247048396796758,0.6239185360998392,0.8526679755032672,0.4830342331473382,0.7566089334548766,1
0.5825010550007033,0.1889502762430939,0.12552685389976215,0.7764129369487097,0.5967929351615152,0.5366062102364448,0.6170277926651864,0.8714800597767164,0.5569295732167093,0.7600273473108474,1
0.8269798846532563,0.19381215469613258,0.12552685389976215,0.7070238484155507,0.5967929351615152,0.5374924825119488,0.6248373018911262,0.8714800597767164,0.5548182777861559,0.7692570647219686,1
0.5535237023491348,0.0895027624309392,0.11367524934273673,0.6292714799085268,0.5802928189635138,0.5839584718133763,0.6401500650792435,0.8568875084244146,0.7201025486351982,0.9206927985414766,1
0.7844985229990153,0.03160220994475138,0.14322079873137755,0.7724926494609606,0.6321171275854055,0.5558509796473903,0.5073884082382666,0.7503443021654408,0.48243100588146576,0.5391978122151315,1
0.05688563792375856,0.7211325966850828,0.6467470683971123,0.3673962757268868,0.09900069718800841,0.061564270566264734,0.01891126253732478,0.24659360623553161,0.4225606997436283,0.0,0
0.5943170628780419,0.17701657458563533,0.20181112548512292,0.7513230970271155,0.7029979084359749,0.684613680245624,0.6421407242936987,0.8473935593518328,0.6600814356808927,0.7819051959890607,1
0.5799690533127022,0.1951381215469613,0.1811125485122898,0.8059457693564196,0.6349058796188706,0.49621751653847374,0.6197840900390476,0.8779851730301521,0.6564620720856582,0.8779626253418411,1
0.5723730482486988,0.1869613259668508,0.1552393272962484,0.7470107807905915,0.6381594236579131,0.5330611211344285,0.6125870913406324,0.8607554136021333,0.5602473231790076,0.7743846855059249,1
0.6013504009002673,0.22099447513812154,0.12135375370362644,0.7630839594903628,0.5909830350917964,0.5187541544012915,0.6180996860883546,0.8674363407272834,0.48786005127431753,0.8000227894257061,1
0.7119144746096497,0.190939226519337,0.12686224596252557,0.6970924534465862,0.5986521031838252,0.5952267907447852,0.5433734017303422,0.8707768042898585,0.5572311868496456,0.7367821330902458,1
0.5729357152904768,0.18939226519337016,0.12636147393898928,0.8298595230316892,0.597954915175459,0.6016839173234577,0.6184059413521169,0.8711284320332874,0.5590408686472628,0.7545578851412941,1
0.8748065832043888,0.2585635359116022,0.28811083754120936,0.7067624959163674,0.8231466418777597,0.5699047257303833,0.6154965163463747,0.7995721862454948,0.6878298899110239,0.8095943482224245,1
0.5825010550007033,0.14718232044198892,0.22668280265409174,0.7213982358706307,0.7376249128514989,0.5344538347102207,0.5905367123497435,0.8758754065695783,0.5590408686472628,0.8177985414767545,1
0.5729357152904768,0.190939226519337,0.124692233860535,0.7629532832407712,0.5956309551475715,0.5369860412116608,0.6184059413521169,0.870600990418144,0.5828683456492233,0.7593436645396532,1
0.5878463918975946,0.2064088397790055,0.13787923048032386,0.7466187520418166,0.5756448989077387,0.5378723134871649,0.6249904295230074,0.8526679755032672,0.5110843010104056,0.7566089334548766,1
0.1909973273315515,0.6376335174953967,0.8576972833117724,0.3358379614505065,0.39321403671856847,0.1259772734466496,0.14160477758211465,0.16611480645822918,0.3191449253506258,0.2273245214220604,0
0.5920663947109298,0.2002209944751381,0.11417602136627301,0.7232277033649136,0.5809900069718801,0.5397714683632451,0.6101370492305336,0.8595247165001318,0.5150052782385763,0.7490884229717407,1
0.5886903924602616,0.19292817679558008,0.1265283979468347,0.7710552107154527,0.5981873111782477,0.5339473934099326,0.6226935150447898,0.8725349430070033,0.5590408686472628,0.7531905195989057,1
0.6238570825713883,0.19182320441988948,0.13620999040186957,0.8520744854622674,0.6116662793399954,0.5414174025891811,0.6332593216445908,0.882732147566443,0.5511989141909214,0.7566089334548766,1
0.5923477282318188,0.11734806629834252,0.18328256061428036,0.7180006533812482,0.6772019521264234,0.6076346026018422,0.5677206951994487,0.8113517156503648,0.689337958075705,0.7699407474931628,1
0.879589253059502,0.0996685082872928,0.1405500146058507,0.8239790918000656,0.6156170113874041,0.5448358813661254,0.6873133756986448,0.7899024233011984,0.7578042527522243,0.5391978122151315,1
0.07449711633141087,0.454171270718232,0.9063139005967534,0.15981705325057183,0.07940196761949103,0.006583736903744475,0.07528137202358165,0.10616227620359209,0.24687075855828677,0.16414083865086382,0
0.6134477422984949,0.15867403314917125,0.12552685389976215,0.7280627245998041,0.5967929351615152,0.5988984901718736,0.5946711584105351,0.8714800597767164,0.5198310963655557,0.8174567000911575,1
0.15332676888451258,0.47223756906077347,0.9992488419646957,0.12339104867690309,0.3569215276163909,0.11455069160890075,0.24565500344537167,0.23898965628388036,0.19344744382446083,0.4617707383773922,0
0.536925024616683,0.20309392265193368,0.16325167967282897,0.7319830120875532,0.6497792237973506,0.5347070553603647,0.6510221269428068,0.8366689131772497,0.49841652842708484,0.750113947128532,1
0.3476156984104656,0.5376427255985259,0.5376204982681634,0.5086573015354461,0.3056782090014711,0.35295793371949485,0.15165377842431665,0.31804729393149145,0.44947971648318497,0.15092297174111224,0
0.575749050499367,0.1038674033149171,0.1535700872177941,0.7048023521724929,0.6358354636300255,0.539265027062957,0.6268279611055815,0.8848419140270167,0.6072990499170562,0.7302871467639012,1
0.0088620059080039,0.5559576427255978,0.8094562450444436,0.19523031688990544,0.0,0.04839679675877573,0.04406247607380742,0.09505669997362687,0.21953702307344286,0.27911349134001845,0
0.20571107047404696,0.5234990791896861,0.8525226390685641,0.2601764129369488,0.3103261290572461,0.08448073940429845,0.1076487252124646,0.240689190377121,0.2060021112954305,0.20288286235186892,0
0.5729357152904768,0.19138121546961323,0.12101990568793558,0.7530218882718068,0.5905182430862189,0.5367328205615168,0.6217747492535027,0.8667330852404255,0.5677876640024129,0.7566089334548766,1
0.5433956955971303,0.3451933701657458,0.09698284855819389,0.817706631819667,0.5554264466651173,0.6259930997372836,0.6393844269198377,0.8386028657661089,0.4896697330719348,0.7774612579762986,1
0.33363342242228156,0.5966482504604045,0.8192630305053624,0.14635739954263316,0.3339530560074367,0.05947520020257657,0.1474619095015695,0.08679344800304645,0.10145528577891721,0.14402917046490327,0
0.7563651709101139,0.3228729281767956,0.16375245169636526,0.7379941195687686,0.6500116198001394,0.5596492893995505,0.6418344690299365,0.9149060860901925,0.7336751621173276,0.7073837739288966,1
0.8413278942185961,0.25038674033149166,0.14722697491966785,0.7970597843841883,0.627004415524053,0.5373658721868768,0.6588316361687466,0.8565358806809857,0.5732167093952646,0.8109617137648129,1
0.555774370516247,0.1900552486187845,0.131703042190043,0.7609931394968966,0.605391587264699,0.5453423226664135,0.605083837378455,0.8714800597767164,0.536118232544111,0.7538742023700999,1
