FIBIN,RNF103,FCN1,TTF2,PGC,SERPIND1,SPTA1,SPATA6,SNRPE,GINS1,ZNF436,PJA2,E2F1,CKAP5,PMP22,MARCH2,C5orf20,DDX55,GZMH,NCAPD3,GNB1L,ABI3,TPD52L2,NPY,ACVRL1,RASGEF1B,SLC35F2,CNGA1,HM13,TLR3,PEG10,CCDC78,RRM2,GPR65,SCARF1,HMGA2,SUV39H1,SLC39A7,SEMA3E,SUV39H2,EIF5A,ACTL8,PRAMEF8,ABCA6,RPRM,FST,BCL6B,TMEFF2,HN1,SUMF1,SATB1,ZFP36L2,XPO6,DNM3,RARRES2,USP53,TCEAL2,SPON1,BTLA,ZFP36,CD28,UBE2B,EFS,LMCD1,ENO2,POLG2,POLE2,NUP37,HIST1H2BN,KCNK13,PIGW,ALOX5AP,TIMP3,C21orf58,RAD51AP1,ENPP4,TRAM1L1,CDH4,BCL2,GPR35,RRP1B,IL1A,ADH1C,ASB9,C8B,CDC6,RFESD,TMEM92,POLR1B,ZBTB25,HEATR2,DIO3,MCFD2,CCNE2,label
0.23482924075642111,0.051385681293302524,0.135182447677585,0.5088681774258904,0.5296463091190659,0.5700865072219832,0.7575,0.29442304471612796,0.5563573028116446,0.5851710421638823,0.21661770411839698,0.37679157313072004,0.5626887280248191,0.6249696773671866,0.2078757138863373,0.246855957474394,0.24784272529451504,0.8187627069416208,0.15004731996902693,0.7405755978921769,0.3974654377880184,0.153076970557373,0.4052520667855406,0.6658468464712993,0.3128446997071241,0.23748169838945826,0.778529683174408,0.16729064039408864,0.364928253682516,0.3913845046989523,0.6085902656583284,0.690367981234423,0.8600142205573764,0.10613644154953719,0.22237373472491742,0.6784425136941652,0.7407407407407408,0.5614107033012097,0.21816018851090113,0.4795771724204001,0.7271424476927487,0.7760787282361846,0.719133996489175,0.10495688796184353,0.7410202920538596,0.5623479318734793,0.19025082820634182,0.594709318120076,0.43432124737037486,0.5623713462330177,0.6244725738396624,0.1328617561125635,0.5081769436997317,0.18102974409088132,0.2231393197666145,0.24814401339659503,0.15267762715123545,0.19175374578426496,0.2767143653595986,0.12434868328404451,0.8164839626471783,0.38139321723189734,0.2634573744901558,0.2789382071366406,0.6127482631266304,0.5030233227756982,0.566454013822435,0.6226169562105537,0.7230905406349724,0.17001180637544272,0.4594068130695916,0.1273252572355416,0.19065302690582978,0.7057521103371919,0.6693679092382496,0.2696847560097886,0.2630581097734382,0.4627717988139689,0.23314847901246027,0.8588516746411483,0.6760558617657998,0.6232756986711033,0.0901111111111111,0.7311280318692955,0.8328452354133815,0.5767769312373419,0.6563252585352033,0.5309948032665183,0.6185602183555101,0.5634188192737556,0.5588444233956904,0.22109566639411282,0.6279389959754286,0.6166397364002155,1
0.22316304450089378,0.17609699769053117,0.14004512565159885,0.433309435491412,0.48393527830684063,0.5179473127960231,0.7768055555555555,0.1570926143024619,0.5946752923612838,0.7525536992840096,0.12571365223657224,0.2383008116042134,0.780268872802482,0.6026522196167216,0.11861496066136824,0.13726824841177243,0.15532377879492765,0.7037467325007264,0.0798416931945281,0.7173037029972104,0.3243910467412771,0.04641688784642922,0.6187388555681633,0.6128225436658468,0.25008558061694114,0.12650073206442167,0.7592908475713767,0.09044334975369457,0.5925432295362886,0.322316650928549,0.5193588003361126,0.5702976103210673,0.855297157622739,0.04977716832362016,0.22510095977343056,0.6463354121870774,0.7247176254268453,0.4955915521837195,0.07888174601358926,0.41347044358573076,0.6417311550587561,0.7140045420136261,0.645316649412612,0.04769559845354662,0.7630950123269489,0.5895681265206812,0.09958758704617678,0.6094811192610703,0.36672441529513666,0.3436256346919171,0.14084097191910372,0.1250192218975858,0.49550938337801576,0.2198741831063336,0.07893363692424459,0.14236673178900366,0.15306220555715797,0.17931387184165426,0.13194573499349566,0.1737783410787213,0.8327243199350386,0.255820348304308,0.14018832771035816,0.10443864229765014,0.5582013998295412,0.4200978980708321,0.512227538543328,0.5367297807274383,0.6632736251193776,0.08913813459268004,0.46961018482016553,0.28790105935425014,0.09732343049327363,0.5806540892107563,0.6227962822081832,0.24053548294227742,0.1732391695895345,0.6556116846035582,0.08000556883309745,0.8721015826278984,0.3686808913535995,0.6318682475833456,0.047999999999999994,0.5854974534819223,0.7420590223023205,0.5831420580576717,0.5427114322141946,0.45081662954714186,0.6272603207096554,0.4498910170198947,0.5872602415344543,0.113556827473426,0.6171361999576357,0.6758863225929095,1
0.7347821996424875,0.5946882217090068,0.3406403174356182,0.09884355225834612,0.0851563751579772,0.0958820996594511,0.09809027777777768,0.5936191592698041,0.10325951729285887,0.19917263325377882,0.567706889861981,0.7781039544120185,0.2147673216132368,0.29396781757904034,0.4261152601940972,0.39238947231946075,0.7347490057777448,0.3860005808887607,0.741245805730018,0.405016810128997,0.20989686197059415,0.6365656440960434,0.26138758307667365,0.05581724957272083,0.4824845003993762,0.5859443631039531,0.31344201784066444,0.47408866995073884,0.22598791823169992,0.657898286793471,0.3301813787803699,0.23794165078434248,0.2608084907132824,0.5680493657867672,0.4792049090050874,0.08667944464443822,0.3471893879695298,0.11759278244822635,0.8030244103314955,0.14789384600645045,0.5038693035253654,0.17600302800908396,0.07390736823153443,0.7373420664549816,0.30362222643656417,0.11819495133819952,0.5000338043404771,0.09280766096169513,0.19494802623437685,0.8234527240290929,0.8956302439497541,0.6859141934491786,0.27469839142091096,0.5681915348439504,0.4807646696077037,0.5995255372592799,0.6437842515142775,0.5944186432244154,0.5896673480765657,0.6090339388818476,0.08781973203410476,0.6857011915673694,0.9419406818067395,0.5316035683202786,0.1529481649835997,0.2706593723006046,0.17191653375863908,0.10163315765501979,0.19272786564487193,0.5658697363242816,0.28618138812234767,0.6263115211110548,0.5764784192825116,0.2294847548318656,0.25720239473423084,0.534331366057292,0.7466347521092047,0.41866168826414824,0.6212497389609486,0.5982701509017299,0.29202312920569434,0.18406587620832715,0.6521666666666667,0.12485502496091982,0.23428700157693183,0.1435046774037998,0.07996883411248057,0.09545904479089279,0.4512111907198908,0.22255715809488402,0.25337437840397825,0.3847914963205233,0.1342935818682463,0.09949413342626973,0
0.17762724621319034,0.1688799076212471,0.14082315412744106,0.5219600386521615,0.4731127289556596,0.5403765608486321,0.7672222222222221,0.3178697035672417,0.5737745707887534,0.6217024661893398,0.1897899229532731,0.30944569159039886,0.7000206825232679,0.5512250343656501,0.15915172331163382,0.18355374043822129,0.20169580550761623,0.7030496659889635,0.15262840918867762,0.6898352368916761,0.3558262014483212,0.1318437133510277,0.6203598638353055,0.6535078577681437,0.24970522231942488,0.16808199121522693,0.7176812728950533,0.12059113300492608,0.5008048742492168,0.41872386348307034,0.591881584900782,0.6263011288667351,0.8630664377503772,0.10778196777511141,0.17433261656264754,0.646140823693095,0.7089571841344892,0.5208119745745335,0.19235432728603785,0.4048478267812087,0.6805197286710615,0.7577592732778198,0.6973488769860918,0.09353120142422512,0.7294139958278023,0.531478102189781,0.14076127374754926,0.5860499864167346,0.42101843831209,0.38918622203924796,0.44085552160628544,0.13793633707519615,0.417292225201072,0.19813106944359615,0.1646980693515488,0.2905665643315657,0.12941063359292376,0.14973461602255767,0.1938301430960788,0.16180819602872837,0.8065773447015834,0.31875954781545984,0.2679893247394131,0.141644908616188,0.5592861385882901,0.4865150206353776,0.568447634237108,0.536209252391177,0.6861941254571289,0.17237308146399052,0.4135843981170141,0.18125601905823915,0.13810257847533644,0.6409889755062496,0.6237224225184401,0.18396430113718165,0.2990804815622334,0.5804963760158138,0.17356196486994455,0.8498343761501657,0.5969296317586987,0.6232756986711033,0.107,0.7067217992032676,0.8486145528272134,0.6173980133089013,0.6010766397506729,0.5150334075723831,0.6185602183555101,0.5675926355330887,0.5237982476912149,0.12690106295993459,0.6349290404575297,0.6861092629555704,1
0.1678426945150061,0.16454965357967666,0.1410176612464016,0.5107384433153577,0.48051763114330975,0.571965397111207,0.7588888888888888,0.3044716127951767,0.5588454839512316,0.5868257756563245,0.22326922010975,0.3868071144879986,0.5648397104446743,0.5386108191153873,0.2112704181476896,0.23846103980293024,0.2512193291813613,0.6967760673830965,0.15314462703260776,0.6738119649967812,0.40009874917709015,0.15727424233072032,0.4076835791862538,0.6731835424569594,0.24628199764177855,0.2465592972181552,0.698889852073488,0.17280788177339898,0.36717843975559517,0.3960609739646567,0.5980436515631395,0.6378830083565459,0.8609853805733312,0.10819334933150497,0.22594010594220384,0.6443895272472538,0.7160493827160495,0.4906704941562436,0.2262130813753975,0.41423689841279937,0.7303907518868826,0.7806207418622255,0.7245352657874601,0.10615259934368731,0.743523610847715,0.5655413625304135,0.1936988709350282,0.5965770171149144,0.435713401806707,0.45917387127761766,0.515058926233086,0.1344763955097648,0.4361930294906163,0.1834727905698406,0.20625207532849488,0.2554005023723137,0.13402557446399385,0.14254713330016036,0.20851142910239734,0.11913814955640051,0.8166463662200568,0.3859761686526123,0.26889571478926455,0.19712793733681463,0.5564968103515072,0.5047509357903829,0.5688463583200426,0.5315244973648252,0.658801332370548,0.17296340023612747,0.462560582519769,0.13198844340818086,0.19401625560538133,0.7137783108076933,0.6213409188634935,0.190873758456888,0.26921983126362686,0.4649681528662421,0.2203401628883681,0.8590357011409643,0.6841713725357589,0.6251289935345281,0.09355555555555554,0.7121678180626292,0.8350979950439289,0.5787443340727165,0.6645417197903386,0.5341499628804752,0.6204367110201296,0.5684273987849553,0.5633435946009946,0.22502044153720357,0.6301631010379153,0.6146648501937924,1
0.21620095963872424,0.1919745958429561,0.13382089784486112,0.5294411022100306,0.4792360134569857,0.5759580381258075,0.7727777777777778,0.29509294925473123,0.5837272953471012,0.6587430389817025,0.21706113851782052,0.3598687618718701,0.6583247156153051,0.6009541521791861,0.287950796757059,0.2541164268118762,0.23456141667291974,0.7372059250653502,0.0991138260345866,0.6986098857864995,0.40569453587886767,0.18393926300845626,0.49894634462635756,0.65384134394931,0.24190787722034154,0.2067349926793558,0.7279718128687677,0.14660098522167486,0.46497498831634154,0.37249876343360766,0.6000581733566026,0.7210086497580999,0.8484990375110556,0.09489201234144669,0.1520952430901558,0.6421517595664568,0.7220908852114526,0.4888250973959401,0.20498272745990712,0.45543384536773823,0.6631317473965798,0.7722937168811506,0.7146329387406041,0.12156399048745169,0.7760667551678364,0.5897201946472019,0.122304103846934,0.6205175224123879,0.45365672565276566,0.43611911623439,0.490615451767787,0.11371674611717676,0.41568364611260017,0.20790325535943321,0.20947772876049525,0.218838961763885,0.13902509374098646,0.1780698844473932,0.19884779780709905,0.12885509083227714,0.8395452699959399,0.36336694164375194,0.1740268895714791,0.17885117493472585,0.5529326687156179,0.5270179479796525,0.5559542796384902,0.5255384214978203,0.657124222589737,0.1538764266036993,0.482596294320896,0.13117745450859142,0.20116311659192843,0.6653443424512193,0.6182978864155063,0.19324888441053706,0.23817423452459946,0.5474046416282305,0.25022623384458315,0.8849834376150165,0.626686504581882,0.6411347219004696,0.07844444444444444,0.7168070193131966,0.833295787339491,0.5912431285562733,0.6424422722765264,0.5541945063103193,0.6366427840327533,0.5414367203079344,0.5358749704001895,0.19964022894521666,0.6015674645202284,0.5887589899565948,1
0.16859535233794337,0.1486720554272517,0.12604061308643896,0.5120476294379848,0.4833656704462521,0.5693819235135242,0.7598611111111111,0.3001172332942556,0.5605872107489425,0.5976451869530629,0.21661770411839698,0.3926782939043343,0.5789038262668046,0.5395811433654075,0.2116697951196134,0.23097368079865174,0.24941847377504328,0.700609933197793,0.14299234276864836,0.6745749779441571,0.3964779460171165,0.15776803900993763,0.42113794780353375,0.6068197924048522,0.24837396827811797,0.21844802342606148,0.6997846816364196,0.15448275862068964,0.3818911948488048,0.3796933315346913,0.5660483054316677,0.6405219176073889,0.8533548375908294,0.09900582790538223,0.22635967902659046,0.6454597639641568,0.7058050958760179,0.4947713758458068,0.1524559035483059,0.41423689841279937,0.7307729053214866,0.7760787282361846,0.719133996489175,0.10748116754573597,0.7310070168784376,0.5681265206812651,0.19410452302075598,0.5872385221407226,0.41374829847791106,0.45752710306024424,0.5133129637712789,0.12178994310318322,0.43981233243967793,0.18518292310511208,0.15502110905554767,0.23000279095729836,0.1259494279396212,0.1431000165864986,0.22114848541163354,0.1144909167722856,0.8077141697117336,0.38353192789489765,0.25107004380885267,0.195822454308094,0.5582013998295412,0.5066705058066993,0.5610047846889953,0.5343874032142625,0.6625282429945727,0.15977961432506885,0.46293161421978984,0.1184043793400578,0.18939181614349793,0.6932976613312415,0.6227962822081832,0.19951058010652095,0.2476538060479666,0.4771213119554873,0.21124440216256352,0.8496503496503496,0.6608392790721266,0.6158625192174041,0.08288888888888889,0.7043013463768847,0.8366749267853121,0.5789757932298194,0.6693582660433489,0.534521158129176,0.6110542476970318,0.5520103881649117,0.4690977977740943,0.2069664758789861,0.6126879898326621,0.5815564637919928,1
0.1757456016558472,0.16570438799076212,0.1373220259861511,0.5094292571927306,0.478381601666103,0.5706736603123655,0.7579166666666667,0.29542790152403287,0.5571037571535207,0.6077008750994431,0.21728285571753228,0.38024520808150575,0.5919751809720787,0.5487992237405995,0.2058788290267183,0.23256190846622596,0.251444436107151,0.6950334011036889,0.15245633657403423,0.6818236009442287,0.39828834759710335,0.149373495463243,0.43394391311395686,0.6463379048730667,0.2453311018979879,0.2480234260614934,0.7082855624842707,0.17438423645320195,0.39556540252367023,0.39785961598992764,0.5822829810613405,0.6365635537311244,0.8615403291538768,0.10764484058964689,0.22027586930298423,0.6439030560122979,0.7157867086945101,0.48759483288907113,0.17752968360366955,0.41385367099926507,0.7252316805197287,0.7765329295987887,0.7196741234190035,0.10482403114163867,0.7444339085909352,0.5626520681265207,0.18822256777770277,0.5972561803857647,0.43416656354411576,0.4547824893646219,0.5104030263349337,0.13539904659387983,0.4343833780160854,0.18176265803456912,0.18101608083108015,0.25819145967066703,0.13441015286991637,0.14835240780671202,0.20535216502508827,0.1154766934234615,0.8172959805115713,0.38628169874732665,0.26768719472279595,0.1936466492602263,0.5557219969524008,0.5034072367789615,0.5683147262094631,0.530223176524172,0.6560061494025297,0.17217630853994487,0.4605199081696542,0.14212580465304883,0.19170403587443963,0.7096268278057098,0.6206793900704528,0.1919533611630921,0.27158972414446864,0.48868877663079296,0.2203401628883681,0.8597718071402282,0.6807899097149427,0.6258029189394099,0.0941111111111111,0.7119661136604306,0.8335210633025457,0.737525315845308,0.659158521036974,0.5282108389012622,0.6211190719890822,0.5673143811157998,0.525219038598153,0.2239738348323794,0.6314340182164792,0.6006083071951336,1
0.1757456016558472,0.1697459584295612,0.1165097642573718,0.5195286929958539,0.5024475337759661,0.5535287900731986,0.7654166666666666,0.31351532406632054,0.5705399353072903,0.6318854415274463,0.22925558450196773,0.337420134691763,0.6234126163391934,0.5487992237405995,0.19070250409361394,0.20488136911707516,0.21992946649658598,0.6946848678478075,0.12957067882646478,0.6535921218913184,0.37425938117182356,0.1318437133510277,0.4658777759766574,0.6251615323690024,0.24514092274922977,0.21405563689604684,0.6724923799670032,0.1515270935960591,0.4284527374379035,0.341921849004002,0.5520651541593949,0.619410643600645,0.8634826491857863,0.09502913952691121,0.20433209209629205,0.6438057617653068,0.706855791962175,0.5222472831658806,0.1308595090480657,0.4410628173602014,0.710709850004777,0.7847085541256623,0.7293964081559167,0.09353120142422512,0.7476199506922058,0.5509428223844282,0.17280778852004608,0.5996332518337408,0.42101843831209,0.4374914230822012,0.49207042048595956,0.13862832538828243,0.4108579088471846,0.19495510902094912,0.13263127935107444,0.233910131174993,0.12787231996923373,0.14835240780671202,0.1938301430960788,0.1484297986199127,0.8195696305318717,0.3435074854873205,0.22750390251271485,0.17993907745865972,0.5571166610707923,0.4865150206353776,0.5560871876661351,0.5299629123560413,0.6874985441755375,0.15407319952774495,0.44345244996869415,0.14597800192609867,0.16101457399103153,0.6780755569906354,0.6218701418979261,0.22844393263279128,0.2509716560811451,0.5223662054323158,0.19212474186138245,0.8623481781376519,0.642241233557637,0.628161657856496,0.08444444444444443,0.705108163985679,0.8456859653075018,0.566824187481917,0.6240260660150163,0.5150334075723831,0.6235073353804162,0.5417149747252233,0.4951456310679612,0.19990188062142272,0.6358822283414527,0.5852738966511423,1
0.1657728855019287,0.1625288683602771,0.2548043258383257,0.5098033103706241,0.5611171434165791,0.5754883156535016,0.7581944444444444,0.31083570591190757,0.5576013933814381,0.5860620525059667,0.2274818469042736,0.3736833016750129,0.563846949327818,0.5451605078030237,0.21486481089500378,0.24708284714119033,0.2527950776618895,0.6978216671507409,0.15125182827153058,0.6698061470230574,0.40503620803159973,0.1617184124436763,0.4016858485978278,0.6976947767726874,0.2459016393442623,0.23923865300146413,0.6941919968680966,0.16847290640394086,0.36613989233725097,0.386887899635775,0.6312240105142954,0.649611493915848,0.8600142205573764,0.10572505999314363,0.23286306183458333,0.6427355250484038,0.7231415812976096,0.6067254459708837,0.2531170643545103,0.40753041867594886,0.7366962835578486,0.7834973504920515,0.727956069676374,0.10960687666901382,0.7348757822871234,0.5640206812652068,0.200392130349537,0.5960676446617766,0.4397351812894443,0.449018800603815,0.504292157718609,0.1328617561125635,0.4382037533512061,0.18225126733036096,0.26051895071391307,0.2487022048562657,0.13402557446399385,0.14102670426273015,0.20237874001115036,0.11927897479228278,0.8176207876573285,0.3881148793156126,0.2655722846064759,0.1890774586597041,0.5561868849918646,0.5097418178328054,0.5700425305688465,0.5271000065066042,0.7642729030304443,0.16942148760330575,0.4658998678199568,0.24512139490090734,0.20032230941704054,0.7276165874809716,0.6210763073462773,0.3174031956240106,0.2545264954024078,0.4595504795373015,0.2194120240387962,0.8612440191387559,0.7027694180502485,0.6239496240759851,0.09188888888888888,0.7176138369219909,0.8438837576030639,0.5808274664866426,0.6617084572885678,0.5374907201187825,0.6192425793244627,0.5709316885405552,0.6109400899834242,0.23470155355682745,0.6279389959754286,0.6341813727043268,1
